Rxn,Rxn_Name,Rule,Pathway,Formula
RETFAt2,"fatty acid retinol efflux (11-cis)",,"Transport, extracellular","fatty acid 11-cis-retinol  -> fatty acid 11-cis-retinol "
RETH,"retinyl ester hydrolase",(PNPLA4),"Vitamin A metabolism","Water + fatty acid retinol  -> proton + R total 2 position + retinol "
RETH1,"retinyl ester hydrolase (9-cis)",,"Vitamin A metabolism","Water + fatty acid 9-cis-retinol  -> proton + R total 2 position + 9-cis-retinol "
RETH1e,"retinyl ester hydrolase (9-cis), extracellular",,"Vitamin A metabolism","Water + fatty acid 9-cis-retinol  -> proton + 9-cis-retinol + R total 2 position "
RETH2,"retinyl ester hydrolase (11-cis)",,"Vitamin A metabolism","Water + fatty acid 11-cis-retinol  -> proton + R total 2 position + 11-cis-retinol "
RETH2e,"retinyl ester hydrolase (11-cis), extracellular",,"Vitamin A metabolism","Water + fatty acid 11-cis-retinol  -> proton + 11-cis-retinol + R total 2 position "
RETHe,"retinyl ester hydrolase, extracellular",,"Vitamin A metabolism","Water + fatty acid retinol  -> proton + retinol + R total 2 position "
RETI1,"retinol isomerase (11-cis)",,"Vitamin A metabolism","retinol  <=> 11-cis-retinol "
RETI2,"retinol isomerase (9-cis)",,"Vitamin A metabolism","retinol  <=> 9-cis-retinol "
RETI3,"retinol isomerase (13-cis)",,"Vitamin A metabolism","retinol  <=> 13-cis-retinol "
RETNGLCt,"retinoyl glucuronide efflux",,"Transport, extracellular","retinoyl glucuronide  -> retinoyl glucuronide "
RETNGLCt2,"retinoyl glucuronide efflux (13-cis)",,"Transport, endoplasmic reticular","13-cis-retinoyl glucuronide  -> 13-cis-retinoyl glucuronide "
RETNGLCt2r,"retinoyl glucuronide efflux (13-cis) from ER",,"Transport, endoplasmic reticular","13-cis-retinoyl glucuronide  -> 13-cis-retinoyl glucuronide "
RETNGLCtr,"retinoyl glucuronide efflux from ER",,"Transport, endoplasmic reticular","retinoyl glucuronide  -> retinoyl glucuronide "
RETNt,"retinoic acid transport",,"Transport, extracellular","all-trans-retinoate  <=> all-trans-retinoate "
RETNtr,"retinoic acid transport in ER",,"Transport, endoplasmic reticular","all-trans-retinoate  -> all-trans-retinoate "
RETNtr2,"retinoic acid transport in ER (13-cis)",,"Transport, endoplasmic reticular","13-cis-retinoate  -> 13-cis-retinoate "
RETt,"Retinol transport via faciliated diffusion",(RBP4 & STRA6) & (RBP1 | RBP2),"Transport, extracellular","retinol  -> retinol "
RIBFLVt3,"riboflavin transport (ATP dependent)",(SLC52A3) ,"Transport, extracellular","Water + ATP + Riboflavin  -> ADP + proton + hydrogenphosphate + Riboflavin "
RIBt,"ribose transport via diffusion",,"Transport, extracellular","D-ribose  <=> D-ribose "
RIBt2,"ribose transport in via proton symporter",,"Transport, extracellular","proton + D-ribose  -> proton + D-ribose "
RNDR1,"ribonucleoside-diphosphate reductase (ADP)",(RRM1 & RRM2) | (RRM2B),"Nucleotide interconversion","ADP + Reduced thioredoxin  -> Water + dADP + Oxidized thioredoxin "
RNDR2,"ribonucleoside-diphosphate reductase (GDP)",(RRM1 & RRM2) | (RRM2B),"Nucleotide interconversion","GDP + Reduced thioredoxin  -> Water + dGDP + Oxidized thioredoxin "
RNDR3,"ribonucleoside-diphosphate reductase (CDP)",(RRM1 & RRM2) | (RRM2B),"Nucleotide interconversion","CDP + Reduced thioredoxin  -> Water + dCDP + Oxidized thioredoxin "
RNDR4,"ribonucleoside-diphosphate reductase (UDP)",(RRM1 & RRM2) | (RRM2B),"Nucleotide interconversion","UDP + Reduced thioredoxin  -> Water + dUDP + Oxidized thioredoxin "
RNMK,"ribosylnicotinamide kinase",(NMRK1),"NAD metabolism","ATP + N-Ribosylnicotinamide  -> ADP + proton + NMN "
RPE,"ribulose 5-phosphate 3-epimerase",(RPE) | (RPE),"Pentose phosphate pathway","D-ribulose 5-phosphate(2-)  <=> D-xylulose 5-phosphate(2-) "
RPI,"ribose-5-phosphate isomerase",RPIA,"Pentose phosphate pathway","alpha-D-Ribose 5-phosphate  <=> D-ribulose 5-phosphate(2-) "
RTOTAL2t,"RTOTAL2 transport",,"Transport, extracellular","R total 2 position  <=> R total 2 position "
RTOTAL3t,"RTOTAL3 transport",,"Transport, extracellular","R total 3 position  <=> R total 3 position "
RTOTALt,"RTOTAL transport",,"Transport, extracellular","R total  <=> R total "
Rtotaltl,"fatty acid intracellular transport",,"Transport, lysosomal","R total  <=> R total "
S23T2g,"beta-galactoside alpha-2,3-sialyltransferase (core 2)",(ST3GAL4) | (ST3GAL1) | (ST3GAL2) | (ST3GAL1),"Keratan sulfate synthesis","Core 2 + CMP-N-acetyl-beta-neuraminate(2-)  -> proton + CMP + keratan sulfate II biosynthesis, precursor 1 "
S23T3g,"beta-galactoside alpha-2,3-sialyltransferase (complex N-glycan)",(ST3GAL3) | (ST3GAL3) | (ST3GAL3) | (ST3GAL3) | (ST3GAL3) | (ST3GAL3) | (ST3GAL3) | (ST3GAL3) | (ST3GAL3) | (ST3GAL3) | (ST3GAL3),"Keratan sulfate synthesis","CMP-N-acetyl-beta-neuraminate(2-) + {[galactosyl-(1,4)-N-Acetyl-glucosaminyl-(1,2)-mannosyl-(1,3)-],[N-acetyl-glucosaminyl-(1,2)-mannosyl-(1,6)-]mannosyl-(1,4)-N-acetyl-glucosaminyl-(1,4)-[fucosyl-(1,6)]-N-acetyl-glucosaminyl}asparagine  -> proton + keratan sulfate I biosynthesis, precursor 1 + CMP "
S23T4g,"beta-galactoside alpha-2,3-sialyltransferase",(ST3GAL4) | (ST3GAL1) | (ST3GAL2) | (ST3GAL1),"Keratan sulfate synthesis","CMP-N-acetyl-beta-neuraminate(2-) + keratan sulfate II biosynthesis, precursor 1  -> proton + keratan sulfate II boisynthesis, precursor 2 + CMP "
S23Tg,"beta-galactoside alpha-2,3-sialyltransferase (T antigen)",(ST3GAL1) | (ST3GAL1),"O-glycan synthesis","T antigen (core 1) + CMP-N-acetyl-beta-neuraminate(2-)  -> proton + CMP + sialyl-T antigen "
S26Tg,"beta-galactoside alpha-2,6-sialyltransferase",(ST6GAL1) | (ST6GAL1) | (ST6GAL1),"N-glycan synthesis","2 CMP-N-acetyl-beta-neuraminate(2-) + {[galactosyl-(1,4)-N-Acetyl-glucosaminyl-(1,2)-mannosyl-(1,3)-],[N-acetyl-glucosaminyl-(1,2)-mannosyl-(1,6)-]mannosyl-(1,4)-N-acetyl-glucosaminyl-(1,4)-[fucosyl-(1,6)]-N-acetyl-glucosaminyl}asparagine  -> 2 proton + 2 CMP + PA6 "
S2L2FN2M2MASNt,"s2l2fn2m2masn transport, Golgi to extracellular",,"Transport, extracellular","PA6  -> PA6 "
S2L2FN2M2MASNtly,"s2l2fn2m2masn transport, extracellular to lysosome",,"Transport, lysosomal","PA6  -> PA6 "
S2L2N2M2MASNtly,"s2l2n2m2masn transport, extracellular to lysosome",,"Transport, lysosomal","de-Fuc form of PA6  -> de-Fuc form of PA6 "
S2TASE1ly,"iduronate-2-sulfatase, lysosomal",(IDS) | (IDS),"Heparan sulfate degradation","Water + heparan sulfate, degradation product 15  -> proton + sulfate + heparan sulfate, degradation product 16 "
S2TASE2ly,"iduronate-2-sulfatase, lysosomal",(IDS) | (IDS),"Heparan sulfate degradation","Water + IdoA2S-beta-1,4-GlcNAc(3S)-alpha-1,4-GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose  -> proton + sulfate + IdoA-beta-1,4-GlcNAc(3S)-alpha-1,4-GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose "
S2TASE3ly,"iduronate-2-sulfatase, lysosomal",(IDS) | (IDS),"Chondroitin sulfate degradation","Water + chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 2  -> proton + sulfate + chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 3 "
S2TASE4ly,"glucuronate-2-sulfatase, lysosomal",,"Chondroitin sulfate degradation","Water + chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 2  -> proton + sulfate + chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 3 "
S2TASE5ly,"glucuronate-2-sulfatase, lysosomal",,"Chondroitin sulfate degradation","Water + chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 6  -> proton + sulfate + chondroitin sulfate C (GalNAc6S-GlcA), degradation product 5 "
S3TASE1ly,"N-acetylglucosamine-3-sulfatase, lysosomal",,"Heparan sulfate degradation","Water + heparan sulfate, degradation product 10  <=> proton + sulfate + heparan sulfate, degradation product 11 "
S3TASE2ly,"N-acetylglucosamine-3-sulfatase, lysosomal",,"Heparan sulfate degradation","Water + heparan sulfate, degradation product 17  <=> proton + sulfate + heparan sulfate, degradation product 18 "
S3TASE3ly,"N-acetylglucosamine-3-sulfatase, lysosomal",,"Heparan sulfate degradation","Water + GlcNAc(3S)-alpha-1,4-GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose  <=> proton + sulfate + GlcNAc-GlcA-(Gal)2-Xyl "
S4TASE1ly,"N-acetylgalactosamine-4-sulfatase, lysosomal",(ARSB) | (ARSB),"Chondroitin sulfate degradation","Water + chondroitin sulfate A (GalNAc4S-GlcA), free chain  <=> proton + sulfate + chondroitin sulfate A (GalNAc4S-GlcA), degradation product 1 "
S4TASE2ly,"N-acetylgalactosamine-4-sulfatase, lysosomal",(ARSB) | (ARSB),"Chondroitin sulfate degradation","Water + chondroitin sulfate A (GalNAc4S-GlcA), degradation product 3  <=> proton + sulfate + chondroitin sulfate A (GalNAc4S-GlcA), degradation product 4 "
S4TASE3ly,"N-acetylgalactosamine-4-sulfatase, lysosomal",(ARSB) | (ARSB),"Chondroitin sulfate degradation","Water + chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), free chain  <=> proton + sulfate + chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 1 "
S4TASE4ly,"N-acetylgalactosamine-4-sulfatase, lysosomal",(ARSB) | (ARSB),"Chondroitin sulfate degradation","Water + chondroitin sulfate E (GalNAc4,6diS-GlcA), free chain  <=> proton + sulfate + chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 1 "
S4TASE5ly,"N-acetylgalactosamine-4-sulfatase, lysosomal",(ARSB) | (ARSB),"Chondroitin sulfate degradation","Water + chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 4  <=> proton + sulfate + chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 5 "
S6T10g,"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",(CHST5) | (CHST2) | (CHST5) | (CHST4) | (CHST6),"Keratan sulfate synthesis","keratan sulfate I biosynthesis, precursor 22 + (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate  -> proton + keratan sulfate I biosynthesis, precursor 23 + adenosine 3',5'-bismonophosphate(4-) "
S6T11g,"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",(CHST5) | (CHST2) | (CHST5) | (CHST4) | (CHST6),"Keratan sulfate synthesis","keratan sulfate I biosynthesis, precursor 25 + (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate  -> proton + keratan sulfate I biosynthesis, precursor 26 + adenosine 3',5'-bismonophosphate(4-) "
S6T12g,"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",(CHST5) | (CHST2) | (CHST4) | (CHST6) | (CHST5),"Keratan sulfate synthesis","keratan sulfate I biosynthesis, precursor 28 + (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate  -> proton + keratan sulfate I biosynthesis, precursor 29 + adenosine 3',5'-bismonophosphate(4-) "
S6T13g,"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",(CHST6) | (CHST4) | (CHST5) | (CHST5) | (CHST2),"Keratan sulfate synthesis","keratan sulfate I biosynthesis, precursor 31 + (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate  -> proton + keratan sulfate I biosynthesis, precursor 32 + adenosine 3',5'-bismonophosphate(4-) "
S6T14g,"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",(CHST5) | (CHST2) | (CHST5) | (CHST4) | (CHST6),"Keratan sulfate synthesis","keratan sulfate I biosynthesis, precursor 34 + (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate  -> proton + keratan sulfate I biosynthesis, precursor 35 + adenosine 3',5'-bismonophosphate(4-) "
S6T15g,"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",(CHST1) | (CHST3),"Keratan sulfate synthesis","keratan sulfate I biosynthesis, precursor 36 + (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate  -> proton + adenosine 3',5'-bismonophosphate(4-) + keratan sulfate I "
S6T16g,"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",(CHST5) | (CHST2) | (CHST5) | (CHST4) | (CHST6),"Keratan sulfate synthesis","keratan sulfate II biosynthesis, precursor 5 + (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate  -> proton + keratan sulfate II biosynthesis, precursor 6 + adenosine 3',5'-bismonophosphate(4-) "
S6T17g,"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",(CHST5) | (CHST2) | (CHST5) | (CHST4) | (CHST6),"Keratan sulfate synthesis","keratan sulfate II biosynthesis, precursor 8 + (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate  -> proton + keratan sulfate II biosynthesis, precursor 9 + adenosine 3',5'-bismonophosphate(4-) "
S6T18g,"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",(CHST1) | (CHST3),"Keratan sulfate synthesis","keratan sulfate II biosynthesis, precursor 10 + (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate  -> proton + adenosine 3',5'-bismonophosphate(4-) + keratan sulfate II (core 4-linked) "
S6T1g,"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",(CHST5) | (CHST2) | (CHST5) | (CHST4) | (CHST6),"Keratan sulfate synthesis","keratan sulfate II biosynthesis, precursor 5 + (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate  -> proton + keratan sulfate II biosynthesis, precursor 6 + adenosine 3',5'-bismonophosphate(4-) "
S6T2g,"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",(CHST5) | (CHST2) | (CHST5) | (CHST4) | (CHST6),"Keratan sulfate synthesis","keratan sulfate II biosynthesis, precursor 8 + (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate  -> proton + keratan sulfate II biosynthesis, precursor 9 + adenosine 3',5'-bismonophosphate(4-) "
S6T3g,"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",(CHST1) | (CHST3),"Keratan sulfate synthesis","keratan sulfate II biosynthesis, precursor 10 + (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate  -> proton + adenosine 3',5'-bismonophosphate(4-) + keratan sulfate II (core 2-linked) "
S6T4g,"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",(CHST5) | (CHST2) | (CHST5) | (CHST4) | (CHST6),"Keratan sulfate synthesis","keratan sulfate I biosynthesis, precursor 4 + (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate  -> proton + keratan sulfate I biosynthesis, precursor 5 + adenosine 3',5'-bismonophosphate(4-) "
S6T5g,"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",(CHST5) | (CHST2) | (CHST5) | (CHST4) | (CHST6),"Keratan sulfate synthesis","keratan sulfate I biosynthesis, precursor 7 + (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate  -> proton + keratan sulfate I biosynthesis, precursor 8 + adenosine 3',5'-bismonophosphate(4-) "
S6T6g,"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",(CHST5) | (CHST2) | (CHST5) | (CHST4) | (CHST6),"Keratan sulfate synthesis","keratan sulfate I biosynthesis, precursor 10 + (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate  -> proton + keratan sulfate I biosynthesis, precursor 11 + adenosine 3',5'-bismonophosphate(4-) "
S6T7g,"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",(CHST5) | (CHST2) | (CHST5) | (CHST4) | (CHST6),"Keratan sulfate synthesis","keratan sulfate I biosynthesis, precursor 13 + (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate  -> proton + keratan sulfate I biosynthesis, precursor 14 + adenosine 3',5'-bismonophosphate(4-) "
S6T8g,"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",(CHST5) | (CHST2) | (CHST5) | (CHST4) | (CHST6),"Keratan sulfate synthesis","keratan sulfate I biosynthesis, precursor 16 + (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate  -> proton + keratan sulfate I biosynthesis, precursor 17 + adenosine 3',5'-bismonophosphate(4-) "
S6T9g,"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",(CHST5) | (CHST2) | (CHST5) | (CHST4) | (CHST6),"Keratan sulfate synthesis","keratan sulfate I biosynthesis, precursor 19 + (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate  -> proton + keratan sulfate I biosynthesis, precursor 20 + adenosine 3',5'-bismonophosphate(4-) "
S6TASE10ly,"galactose-6-sulfate sulfatase, lysosomal",(CTSA) & (GLB1) & (GALNS) & (NEU1),"Keratan sulfate degradation","Water + keratan sulfate I, degradation product 4  <=> proton + sulfate + keratan sulfate I, degradation product 5 "
S6TASE11ly,"N-acetylglucosamine-6-sulfatase, lysosomal",(GNS),"Keratan sulfate degradation","Water + keratan sulfate I, degradation product 6  <=> proton + sulfate + keratan sulfate I, degradation product 7 "
S6TASE12ly,"N-acetylglucosamine-6-sulfatase, lysosomal",(GNS),"Keratan sulfate degradation","Water + keratan sulfate I, degradation product 9  <=> proton + sulfate + keratan sulfate I, degradation product 10 "
S6TASE13ly,"N-acetylglucosamine-6-sulfatase, lysosomal",(GNS),"Keratan sulfate degradation","Water + keratan sulfate I, degradation product 12  <=> proton + sulfate + keratan sulfate I, degradation product 13 "
S6TASE14ly,"N-acetylglucosamine-6-sulfatase, lysosomal",(GNS),"Keratan sulfate degradation","Water + keratan sulfate I, degradation product 15  <=> proton + sulfate + keratan sulfate I, degradation product 16 "
S6TASE15ly,"N-acetylglucosamine-6-sulfatase, lysosomal",(GNS),"Keratan sulfate degradation","Water + keratan sulfate I, degradation product 18  <=> proton + sulfate + keratan sulfate I, degradation product 19 "
S6TASE16ly,"N-acetylglucosamine-6-sulfatase, lysosomal",(GNS),"Keratan sulfate degradation","Water + keratan sulfate I, degradation product 21  <=> proton + sulfate + keratan sulfate I, degradation product 22 "
S6TASE17ly,"N-acetylglucosamine-6-sulfatase, lysosomal",(GNS),"Keratan sulfate degradation","Water + keratan sulfate I, degradation product 24  <=> proton + sulfate + keratan sulfate I, degradation product 25 "
S6TASE18ly,"N-acetylglucosamine-6-sulfatase, lysosomal",(GNS),"Keratan sulfate degradation","Water + keratan sulfate I, degradation product 27  <=> proton + sulfate + keratan sulfate I, degradation product 28 "
S6TASE19ly,"N-acetylglucosamine-6-sulfatase, lysosomal",(GNS),"Keratan sulfate degradation","Water + keratan sulfate I, degradation product 30  <=> proton + sulfate + keratan sulfate I, degradation product 31 "
S6TASE1ly,"N-acetylglucosamine-6-sulfatase, lysosomal",(GNS),"Heparan sulfate degradation","Water + heparan sulfate, free chain  <=> proton + sulfate + heparan sulfate, degradation product 1 "
S6TASE20ly,"N-acetylglucosamine-6-sulfatase, lysosomal",(GNS),"Keratan sulfate degradation","Water + keratan sulfate I, degradation product 33  <=> proton + sulfate + keratan sulfate I, degradation product 34 "
S6TASE21ly,"N-acetylglucosamine-6-sulfatase, lysosomal",(GNS),"Keratan sulfate degradation","Water + keratan sulfate I, degradation product 36  <=> proton + sulfate + keratan sulfate I, degradation product 37 "
S6TASE22ly,"galactose-6-sulfate sulfatase, lysosomal",(CTSA) & (GLB1) & (GALNS) & (NEU1),"Keratan sulfate degradation","Water + keratan sulfate II (core 2-linked), degradation product 1  <=> proton + sulfate + keratan sulfate II (core 2-linked), degradation product 2 "
S6TASE23ly,"N-acetylglucosamine-6-sulfatase, lysosomal",(GNS),"Keratan sulfate degradation","Water + keratan sulfate II (core 2-linked), degradation product 3  <=> proton + sulfate + keratan sulfate II (core 2-linked), degradation product 4 "
S6TASE24ly,"N-acetylglucosamine-6-sulfatase, lysosomal",(GNS),"Keratan sulfate degradation","Water + keratan sulfate II (core 2-linked), degradation product 6  <=> proton + sulfate + keratan sulfate II (core 2-linked), degradation product 7 "
S6TASE25ly,"galactose-6-sulfate sulfatase, lysosomal",(CTSA) & (GLB1) & (GALNS) & (NEU1),"Keratan sulfate degradation","Water + keratan sulfate II (core 4-linked), degradation product 1  <=> proton + sulfate + keratan sulfate II (core 4-linked), degradation product 2 "
S6TASE26ly,"N-acetylglucosamine-6-sulfatase, lysosomal",(GNS),"Keratan sulfate degradation","Water + keratan sulfate II (core 4-linked), degradation product 3  <=> proton + sulfate + keratan sulfate II (core 4-linked), degradation product 4 "
S6TASE2ly,"N-acetylglucosamine-6-sulfatase, lysosomal",(GNS),"Heparan sulfate degradation","Water + heparan sulfate, degradation product 5  <=> proton + sulfate + heparan sulfate, degradation product 6 "
S6TASE3ly,"N-acetylglucosamine-6-sulfatase, lysosomal",(GNS),"Heparan sulfate degradation","Water + heparan sulfate, degradation product 11  <=> proton + sulfate + heparan sulfate, degradation product 12 "
S6TASE4ly,"N-acetylgalactosamine-6-sulfatase, lysosomal",(CTSA) & (GLB1) & (GALNS) & (NEU1),"Chondroitin sulfate degradation","Water + chondroitin sulfate C (GalNAc6S-GlcA), free chain  <=> proton + sulfate + chondroitin sulfate C (GalNAc6S-GlcA), degradation product 1 "
S6TASE5ly,"N-acetylgalactosamine-6-sulfatase, lysosomal",(CTSA) & (GLB1) & (GALNS) & (NEU1),"Chondroitin sulfate degradation","Water + chondroitin sulfate C (GalNAc6S-GlcA), degradation product 3  <=> proton + sulfate + chondroitin sulfate C (GalNAc6S-GlcA), degradation product 4 "
S6TASE6ly,"N-acetylgalactosamine-6-sulfatase, lysosomal",(CTSA) & (GLB1) & (GALNS) & (NEU1),"Chondroitin sulfate degradation","Water + chondroitin sulfate D (GlcNAc6S-GlcA2S), free chain  <=> proton + sulfate + chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 1 "
S6TASE7ly,"N-acetylgalactosamine-6-sulfatase, lysosomal",(CTSA) & (GLB1) & (GALNS) & (NEU1),"Chondroitin sulfate degradation","Water + chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 4  <=> proton + sulfate + chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 5 "
S6TASE8ly,"N-acetylgalactosamine-6-sulfatase, lysosomal",(CTSA) & (GLB1) & (GALNS) & (NEU1),"Chondroitin sulfate degradation","Water + chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 1  <=> proton + sulfate + chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 2 "
S6TASE9ly,"N-acetylgalactosamine-6-sulfatase, lysosomal",(CTSA) & (GLB1) & (GALNS) & (NEU1),"Chondroitin sulfate degradation","Water + chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 5  <=> proton + sulfate + chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 6 "
SACCD3m,"saccharopine dehydrogenase (NADP, L-lysine forming), mitochondrial",AASS,"Lysine metabolism","proton + Nicotinamide adenine dinucleotide phosphate - reduced + 2-Oxoglutarate + L-lysinium(1+)  -> Water + Nicotinamide adenine dinucleotide phosphate + L-saccharopinate(1-) "
SACCD4m,"saccharopine dehydrogenase (NAD, L-glutamate forming), mitochondrial",(AASS),"Lysine metabolism","Water + Nicotinamide adenine dinucleotide phosphate + L-saccharopinate(1-)  -> proton + Nicotinamide adenine dinucleotide phosphate - reduced + L-glutamate(1-) + L-allysine "
SADT,"sulfate adenylyltransferase",(PAPSS2) | (PAPSS1),"Nucleotide interconversion","ATP + proton + sulfate  -> Diphosphate + 5'-adenylyl sulfate(2-) "
SALMCOM2,"S-Adenosyl-L-methionine:catechol O-methyltransferase",(COMTD1),"Tyrosine metabolism","S-Adenosyl-L-methionine + Adrenaline  -> proton + S-Adenosyl-L-homocysteine + Metanephrine "
SAMHISTA,"S-Adenosyl-L-methionine:histamine N-tele-methyltransferase",(HNMT),"Histidine metabolism","S-Adenosyl-L-methionine + histamium  -> proton + S-Adenosyl-L-homocysteine + N(tele)-methylhistaminium "
SARCStex,"Sarcosine transport (extracellular to cytosol)",,"Transport, extracellular","Sarcosine  -> Sarcosine "
SARCStm,"Sarcosine transport (mitochondrial)",,"Transport, mitochondrial","Sarcosine  -> Sarcosine "
SARDHm,"Sarcosine dehydrogenase (m)",(SARDH),"Urea cycle","Flavin adenine dinucleotide oxidized + Sarcosine + 5,6,7,8-Tetrahydrofolate  -> Flavin adenine dinucleotide reduced + Glycine + 5,10-Methylenetetrahydrofolate "
SBPP1er,"sphingoid base-phosphate phosphatase (sphinganine 1-phosphatase), endoplasmic reticulum",(SGPP1),"Sphingolipid metabolism","Water + (2S,3R)-2-azaniumyl-3-hydroxyoctadecyl phosphate  -> hydrogenphosphate + sphinganine(1+) "
SBPP3er,"sphingoid base-phosphate phosphatase (sphinganine 1-phosphatase), endoplasmic reticulum",(SGPP1),"Sphingolipid metabolism","Water + sphingosine 1-phosphate(1-)  -> hydrogenphosphate + sphingosine(1+) "
SBTD_D2,"D-sorbitol dehydrogenase (D-fructose producing)",(SORD),"Fructose and mannose metabolism","Nicotinamide adenine dinucleotide + D-glucitol  -> proton + Nicotinamide adenine dinucleotide - reduced + D-Fructose "
