Var1,Var2
CE5154[c],"Trans,Cis-2,13-Docosadienoyl Coenzyme A"
CE5157[c],"3(S)-Hydroxy-Cis-15-Tetracosaenoyl Coenzyme A"
CE5158[c],"Trans,Cis-2,15-Tetracosadienoyl Coenzyme A"
nrvnccoa[r],"Cis-15-Tetracosenoyl Coenzyme A"
CE2510[c],"11-Cis-Eicosenoate"
doco13ac[c],"13-Docosenoate"
CE5160[c],"3-Oxo-Cis-9-Octadecenoyl Coenzyme A"
CE5161[c],"3(S)-Hydroxy-Cis-9-Octadecenoyl Coenzyme A"
CE5162[c],"Trans,Cis-2,9-Octadecadienoyl Coenzyme A"
cholcoads[m],"3Alpha,7Alpha,12Alpha-Trihydroxy-5Beta-Cholest-24-Enoyl Coenzyme A"
CE4874[c],"5Beta-Cholestane-3Alpha,7Alpha,12Alpha,27,27-Pentaol"
CE4874[m],"5Beta-Cholestane-3Alpha,7Alpha,12Alpha,27,27-Pentaol"
C14826[c],"(9Z)-12,13-Epoxyoctadecenoic acid (12(13)-EpOME)"
CE2049[c],"12,13-Hydroxyoctadec-9(Z)-Enoate"
C14825[c]," 9,10-Epoxyoctadecenoic acid (9(10)-EpOME)"
CE2047[c],"9,10-Hydroxyoctadec-12(Z)-Enoate"
cdpea[e],"Cytidine-5'-Diphosphate-Ethanolamine"
12dgr120[e],"1,2-Diacyl-Sn-Glycerol (Didodecanoyl, N-C12:0)"
C14768[c],"5,6-Epoxy-8,11,14-eicosatrienoic Acid"
C14770[c],"11,12-Epoxyeicosatrienoic Acid"
C14769[c],"8,9-Epoxyeicosatrienoic Acid"
C14771[c],"14,15-Epoxy-5,8,11-Eicosatrienoic Acid"
CE2445[c],"6-Trans-Leukotriene B4 (5S,12R-Dihydroxy-6E,8E,10E,14Z-Eicosatetraenoic Acid)"
CE5178[c],"5-Oxo-6-Trans-Leukotriene B4"
C11821[c],"5-Hydroxyisourate"
dmpp[c],"Dimethylallyl Diphosphate"
CE1925[e],"3'-Carboxy-Alpha-Chromanol"
CE5853[e],"Alpha-Cehc-Glucuronide"
C04717[c],"13-L-Hydroperoxylinoleic Acid"
C01601[c],"Nonanoic Acid"
CE6504[c],"1-Hydroperoxy-8-Carboxyoctyl 3,4-Epoxynon-(2E)-Enyl Ether"
CE2006[c],"4-Hydroxy-2-Nonenal"
CE6506[c],"3,4-Epoxynonanal"
C08261[c],"Azelaic Acid"
CE4876[r],"Delta12-Prostaglandin J2"
CE5304[c],"15-Deoxy-Pgd2"
CE4876[c],"Delta12-Prostaglandin J2"
CE5944[c],"10,11-Dihydro-12-Oxo-Ltb4"
CE5944[m],"10,11-Dihydro-12-Oxo-Ltb4"
CE5944[x],"10,11-Dihydro-12-Oxo-Ltb4"
CE4987[c],"10,11-Dihydro-Leukotriene B4"
CE4988[c],"10,11-Dihydro-12-Epi-Leukotriene B4"
CE4988[m],"10,11-Dihydro-12-Epi-Leukotriene B4"
CE4988[x],"10,11-Dihydro-12-Epi-Leukotriene B4"
CE4989[c],"20-Oh-10,11-Dihydro-Leukotriene B4"
CE5945[c],"10,11-Dihydro-20-Dihydroxy-Leukotriene B4"
CE5946[c],"10,11-Dihydro-20-Trihydroxy-Leukotriene B4"
CE5947[c],"20-COOH-10,11-Dihydro-Leukotriene B4"
CE7097[c],"5-Oxo-12(S)-Hydroxy-Eicosa-6E,8Z,10E,14Z-Tetraenoate"
CE7097[m],"5-Oxo-12(S)-Hydroxy-Eicosa-6E,8Z,10E,14Z-Tetraenoate"
C04805[c],"5-Hydroxyeicosatetraenoate"
C04805[r],"5-Hydroxyeicosatetraenoate"
CE7096[c],"5,15-Dihydroxyeicosatetraenoic Acid"
CE2084[c],"5-Oxo-(6E,8Z,11Z,14Z)-Eicosatetraenoic Acid"
C04805[m],"5-Hydroxyeicosatetraenoate"
CE2084[m],"5-Oxo-(6E,8Z,11Z,14Z)-Eicosatetraenoic Acid"
CE6508[c],"5-Hydroperoxy-Epa"
CE7079[c],"Leukotriene A5"
CE7091[c],"15(S)-Hydroperoxy-Epe"
CE7091[r],"15(S)-Hydroperoxy-Epe"
CE7082[c],"15(S)-(15R)-15-Hydroxyeicosa-5Z,8Z,11Z,13E,17Z-Pentaenoate"
CE7083[c],"Leukotriene B5"
CE7085[c],"(+-)-5-Hydroxy-6E,8Z,11Z,14Z,17Z-Eicosapentaenoic Acid"
CE7088[c],"Prostaglandin H3"
CE7081[r],"15R-Hydroxy-5Z,8Z,11Z,13E,17Z-Eicosapentaenoic Acid"
CE7090[c],"18R-Hydroxy-5Z,8Z,11Z,14Z,16E-Eicosapentaenoic Acid"
CE0347[c],"12-Hydroxyeicosatetraenoate"
CE0347[r],"12-Hydroxyeicosatetraenoate"
CE6247[c],"5,12,20-Trihete"
12HPET[e],"12-Hydroperoxyeicosa-5,8,10,14-tetraenoate"
C04849[e],"(5Z,9E,14Z)-(8Xi,11R,12S)-11,12-Epoxy-8-Hydroxyicosa-5,9,14-Trienoate"
leuktrB4wcooh[x],"W-Carboxy Leukotriene B4"
CE6230[c],"15-Hydroperoxyeicosa-8Z,11Z,13E-Trienoate"
CE2537[c],"15-Hydroxy-(8Z,11Z,13E)-Eicosatrienoate"
CE6232[c],"Prostaglandin G1"
CE6234[c],"Prostaglandin H1"
CE5947[m],"20-COOH-10,11-Dihydro-Leukotriene B4"
CE5947[x],"20-COOH-10,11-Dihydro-Leukotriene B4"
dec24dicoa[m],"2,4-Decadienoyl Coenzyme A"
dece3coa[m],"3-Decenoyl Coenzyme A"
CE2089[c],"S-[2-Carboxy-1-(1 H-Imidazol-4-Yl)Ethyl]-L-Cysteine"
CE2088[c],"N-Acetyl-S-[2-Carboxy-1-(1 H-Imidazol-4-Yl)Ethyl]-L-Cysteine"
urcan[c],"Urocanate"
C05767[c],"Uroporphyrin I"
2mb2coa[c],"2-Methylcrotonoyl Coenzyme A"
3hbcoa_R[c],"(R)-3-Hydroxybutanoyl Coenzyme A"
adpac[c],"Adipic Acid"
adpcoa[c],"Adipoyl Coenzyme A"
adpac[x],"Adipic Acid"
adpcoa[x],"Adipoyl Coenzyme A"
c6dc[x],"Adipoyl Carnitine"
3bcrn[c],"3-Hydroxy Butyryl Carnitine"
3bcrn[e],"3-Hydroxy Butyryl Carnitine"
c10crn[c],"Decanoyl Carnitine"
c101coa[c],"Decenoyl Coenzyme A"
c101crn[c],"Decenoyl Carnitine"
c101crn[e],"Decenoyl Carnitine"
decdicoa[c],"Decadienoyl Coenzyme A"
decdicrn[c],"Decadienoyl Carnitine"
c10crn[e],"Decanoyl Carnitine"
c10dc[x],"Sebacoyl Carnitine"
c10dc[c],"Sebacoyl Carnitine"
sebcoa[c],"Sebacoyl Coenzyme A"
c10dc[e],"Sebacoyl Carnitine"
3hdcoa[c],"(S)-3-Hydroxydecanoyl Coenzyme A"
3deccrn[c],"3-Hydroxydecanoylcarnitine"
ddeccrn[c],"Lauroyl Carnitine"
dd2coa[c],"Trans-Dodec-2-Enoyl Coenzyme A"
ddece1crn[c],"Dodecenoyl Carnitine"
c12dccoa[x],"Dodecanedioyl Coenzyme A"
dodecanac[x],"Dodecanedioic Acid"
c12dccoa[c],"Dodecanedioyl Coenzyme A"
dodecanac[c],"Dodecanedioic Acid"
c12dc[c],"Dodecanedioyl Carnitine"
c12dc[e],"Dodecanedioyl Carnitine"
3hddcoa[c],"(S)-3-Hydroxydodecanoyl Coenzyme A"
3ddcrn[c],"3-Hydroxydodecanoylcarnitine"
3tetd7ecoa[m],"3-Hydroxy Tetradecenoyl-7 Coenzyme A"
3tetd7ecoa[c],"3-Hydroxy Tetradecenoyl-7 Coenzyme A"
tetdece1coa[c],"Tetradecenoyl Coenzyme A"
tetdece1crn[c],"Tetradecenoyl Carnitine"
3tetd7ecoacrn[c],"3-Hydroxy Tetradecenoyl-7-Carnitine"
3tetd7ecoacrn[e],"3-Hydroxy Tetradecenoyl-7-Carnitine"
3ttetddcoa[m],"3-Hydroxy Trans5,8Tetradecadienoyl Coenzyme A"
3ttetddcoa[c],"3-Hydroxy Trans5,8Tetradecadienoyl Coenzyme A"
tetdec2coa[c],"Tetradecadienoyl Coenzyme A"
tetdec2crn[c],"Tetradecadienoyl Carnitine"
3ttetddcoacrn[c],"3-Hydroxy Trans5,8Tetradecadienoyl Carnitine"
3ttetddcoacrn[e],"3-Hydroxy Trans5,8Tetradecadienoyl Carnitine"
3htdcoa[c],"(S)-3-Hydroxytetradecanoyl Coenzyme A"
3tdcrn[c],"3-Hydroxy-Tetradecanoyl Carnitine"
3hdeccoa[c],"3-Hydroxyhexadecenoyl Coenzyme A"
3hdececrn[c],"3-Hydroxyhexadecenoylcarnitine"
3thexddcoa[m],"3-Hydroxy Trans7,10-Hexadecadienoyl Coenzyme A"
3thexddcoa[c],"3-Hydroxy Trans7,10-Hexadecadienoyl Coenzyme A"
3thexddcoacrn[c],"3-Hydroxy Trans7,10-Hexadecadienoyl Carnitine"
3thexddcoacrn[e],"3-Hydroxy Trans7,10-Hexadecadienoyl Carnitine"
hexdicoa[c],"Hexadecanedioyl Coenzyme A"
c16dc[c],"Hexadecanedioic Acid Mono-L-Carnitine Ester"
c16dc[e],"Hexadecanedioic Acid Mono-L-Carnitine Ester"
3hexdcoa[c],"3-Hydroxyhexadecanoyl Coenzyme A"
3hexdcrn[c],"3-Hydroxyhexadecanoylcarnitine"
3octdece1coa[c],"3-Hydroxyoctadecenoyl Coenzyme A"
3octdece1crn[c],"3-Hydroxy-Octadecenoyl Carnitine"
3ocddcoa[c],"3-Hydroxyoctadecadienoyl Coenzyme A"
3octdec2crn[c],"3-Hydroxyoctadecadienoylcarnitine"
3hodcoa[c],"(S)-3-Hydroxyoctadecanoyl Coenzyme A"
3octdeccrn[c],"3-Hydroxyoctadecanoyl Carnitine"
c3dc[c],"Malonyl Carnitine"
c3dc[e],"Malonyl Carnitine"
c4crn[e],"Butyryl Carnitine"
c4dc[x],"Succinyl Carnitine"
c4dc[c],"Succinyl Carnitine"
c4dc[e],"Succinyl Carnitine"
c4crn[x],"Butyryl Carnitine"
btcoa[x],"Butanoyl Coenzyme A"
ivcoa[c],"Isovaleryl Coenzyme A"
ivcrn[c],"Isovaleryl Carnitine"
c51crn[c],"Tiglyl Carnitine"
c5dc[c],"Glutaryl Carnitine"
c5dc[e],"Glutaryl Carnitine"
hxcoa[c],"Hexanoyl Coenzyme A (N-C6:0Coenzyme A)"
c6crn[c],"Hexanoyl Carnitine"
hxcoa[x],"Hexanoyl Coenzyme A (N-C6:0Coenzyme A)"
c6crn[x],"Hexanoyl Carnitine"
c6crn[e],"Hexanoyl Carnitine"
c6dc[c],"Adipoyl Carnitine"
c6dc[e],"Adipoyl Carnitine"
c81coa[c],"Octenoyl Coenzyme A"
c81crn[c],"Octenoyl Carnitine"
c81crn[e],"Octenoyl Carnitine"
c8crn[e],"Octanoyl Carnitine"
sbcoa[c],"Suberyl Coenzyme A"
c8dc[c],"Suberyl Carnitine"
c8dc[e],"Suberyl Carnitine"
dca[r],"Decanoate (N-C10:0)"
3ddcrn[e],"3-Hydroxydodecanoylcarnitine"
ddeccrn[e],"Lauroyl Carnitine"
ddece1crn[e],"Dodecenoyl Carnitine"
3deccrn[e],"3-Hydroxydecanoylcarnitine"
decdicrn[e],"Decadienoyl Carnitine"
doco13ecoa[c],"13-Docosenoyl Coenzyme A"
doco13ecoa[x],"13-Docosenoyl Coenzyme A"
doco13ac[e],"13-Docosenoate"
docosac[e],"Docosanoic Acid"
docosac[r],"Docosanoic Acid"
docosdiac[r],"Docosanedioicacid"
docosdiac[c],"Docosanedioicacid"
docosdiac[e],"Docosanedioicacid"
3hdececrn[e],"3-Hydroxyhexadecenoylcarnitine"
3hexdcrn[e],"3-Hydroxyhexadecanoylcarnitine"
3ivcrn[e],"3-Hydroxy-Isovaleryl Carnitine"
3octdec2crn[e],"3-Hydroxyoctadecadienoylcarnitine"
3octdeccrn[e],"3-Hydroxyoctadecanoyl Carnitine"
3octdece1crn[e],"3-Hydroxy-Octadecenoyl Carnitine"
3tdcrn[e],"3-Hydroxy-Tetradecanoyl Carnitine"
c51crn[e],"Tiglyl Carnitine"
ivcrn[e],"Isovaleryl Carnitine"
tetdec2crn[e],"Tetradecadienoyl Carnitine"
tetdece1crn[e],"Tetradecenoyl Carnitine"
dece3coa[x],"3-Decenoyl Coenzyme A"
dec47dicoa[m],"4,7-Decadienoyl Coenzyme A"
dectricoa[m],"2,4,7-Decatrienoyl Coenzyme A"
dec47dicoa[x],"4,7-Decadienoyl Coenzyme A"
dectricoa[x],"2,4,7-Decatrienoyl Coenzyme A"
2decdicoa[m],"2,7-Decadienoyl Coenzyme A"
octe5coa[m],"5-Octenoyl Coenzyme A"
2decdicoa[x],"2,7-Decadienoyl Coenzyme A"
octe5coa[x],"5-Octenoyl Coenzyme A"
3decdicoa[m],"3,7-Decadienoyl Coenzyme A"
3decdicoa[x],"3,7-Decadienoyl Coenzyme A"
sebcoa[x],"Sebacoyl Coenzyme A"
sbcoa[x],"Suberyl Coenzyme A"
tmuncoa[x],"2,6,10-Trimethyl Undecanoyl Coenzyme A"
undcoa[m],"Undecanoyl Coenzyme A"
noncoa[m],"Nonanoyl Coenzyme A"
dd5ecoa[m],"5-Dodecenoyl Coenzyme A"
dd3coa[x],"Cis-Dodec-3-Enoyl Coenzyme A"
2ddecdicoa[m],"2,6-Dodecadienoyl Coenzyme A"
3ddecdicoa[m],"3,6-Dodecadienoyl Coenzyme A"
2ddecdicoa[x],"2,6-Dodecadienoyl Coenzyme A"
3ddecdicoa[x],"3,6-Dodecadienoyl Coenzyme A"
2dodtricoa[m],"2,6,9-Dodecatrienoyl Coenzyme A"
2dodtricoa[x],"2,6,9-Dodecatrienoyl Coenzyme A"
3dodtricoa[m],"3,6,9-Dodecatrienoyl Coenzyme A"
3dodtricoa[x],"3,6,9-Dodecatrienoyl Coenzyme A"
c12dc[x],"Dodecanedioyl Carnitine"
tridcoa[m],"Tridecanoyl Coenzyme A"
tetd7ecoa[m],"7-Tetradecenoyl Coenzyme A"
tetde5coa[x],"5-Tetradecenoyl Coenzyme A"
tetdecdicoa[m],"5,8-Tetradecadienoyl Coenzyme A"
tetdecdicoa[x],"5,8-Tetradecadienoyl Coenzyme A"
ttetddcoa[m],"Trans5,8Tetradecadienoyl Coenzyme A"
5tedtricoa[m],"5,8,11-Tetradecatrienoyl Coenzyme A"
5tedtricoa[x],"5,8,11-Tetradecatrienoyl Coenzyme A"
c14dccoa[x],"Tetradecanedioyl Coenzyme A"
hexde7coa[x],"7-Hexadecenoyl Coenzyme A"
3hdeccoa[m],"3-Hydroxyhexadecenoyl Coenzyme A"
hexddcoa[m],"7,10-Hexadecadienoyl Coenzyme A"
thexddcoa[m],"Trans7,10-Hexadecadienoyl Coenzyme A"
2hexdtricoa[x],"2,7,10-Hexadecatrienoyl Coenzyme A"
hexdtrcoa[m],"7,10,13-Hexadecatrienoyl Coenzyme A"
4hexdtricoa[m],"4,7,10-Hexadecatrienoyl Coenzyme A"
hexdectecoa[m],"2,4,7,10-Hexadecatetraenoyl Coenzyme A"
4hexdtricoa[x],"4,7,10-Hexadecatrienoyl Coenzyme A"
hexdectecoa[x],"2,4,7,10-Hexadecatetraenoyl Coenzyme A"
2hexdtricoa[m],"2,7,10-Hexadecatrienoyl Coenzyme A"
3hexdtricoa[m],"3,7,10-Hexadecatrienoyl Coenzyme A"
3hexdtricoa[x],"3,7,10-Hexadecatrienoyl Coenzyme A"
2hexdtetcoa[m],"2,7,10,13-Hexadecatetraenoyl Coenzyme A"
2hexdtetcoa[x],"2,7,10,13-Hexadecatetraenoyl Coenzyme A"
4hexdtetcoa[m],"4,7,10,13-Hexadecatetraenoyl Coenzyme A"
hexdpencoa[m],"2,4,7,10,13-Hexadecapentaenoyl Coenzyme A"
4hexdtetcoa[x],"4,7,10,13-Hexadecatetraenoyl Coenzyme A"
hexdpencoa[x],"2,4,7,10,13-Hexadecapentaenoyl Coenzyme A"
3hexdtetcoa[m],"3,7,10,13-Hexadecatetraenoyl Coenzyme A"
3hexdtetcoa[x],"3,7,10,13-Hexadecatetraenoyl Coenzyme A"
3hexdcoa[m],"3-Hydroxyhexadecanoyl Coenzyme A"
hexdicoa[x],"Hexadecanedioyl Coenzyme A"
hexdicoa[r],"Hexadecanedioyl Coenzyme A"
hexdiac[r],"Hexadecanediocacid"
whhdca[r],"Omega Hydroxy Hexadecanoate (N-C16:0)"
ocde9ecoa[x],"9-Octadecenoyl Coenzyme A"
3octdece1coa[m],"3-Hydroxyoctadecenoyl Coenzyme A"
octdececoa[m],"Octadecenoyl Coenzyme A"
3ocddcoa[m],"3-Hydroxyoctadecadienoyl Coenzyme A"
2octdectecoa[m],"2,6,9,12-Octadecatetraenoyl Coenzyme A"
2octdectecoa[x],"2,6,9,12-Octadecatetraenoyl Coenzyme A"
3octdectecoa[m],"3,6,9,12-Octadecatetraenoyl Coenzyme A"
3octdectecoa[x],"3,6,9,12-Octadecatetraenoyl Coenzyme A"
2octpencoa[m],"2,6,9,12,15-Octadecapentenoyl Coenzyme A"
3octpencoa[m],"3,6,9,12,15-Octadecapentenoyl Coenzyme A"
3hodcoa[m],"(S)-3-Hydroxyoctadecanoyl Coenzyme A"
ei11ecoa[x],"11-Eicosenoyl Coenzyme A"
eitetcoa[m],"5,8,11,14-Eicosatetraenoyl Coenzyme A"
eitetcoa[x],"5,8,11,14-Eicosatetraenoyl Coenzyme A"
eipencoa[x],"2,5,8,11,14-Eicosapentaenoyl Coenzyme A"
5eipencoa[m],"5,8,11,14,17-Eicosapentenoyl Coenzyme A"
2docopencoa[m],"2,7,10,13,16-Docosapentenoyl Coenzyme A"
2docopencoa[x],"2,7,10,13,16-Docosapentenoyl Coenzyme A"
docohexcoa[m],"2,4,7,10,13,16-Docosahexenoyl Coenzyme A"
docohexcoa[x],"2,4,7,10,13,16-Docosahexenoyl Coenzyme A"
3docopencoa[m],"3,7,10,13,16-Docosapentenoyl Coenzyme A"
3docopencoa[x],"3,7,10,13,16-Docosapentenoyl Coenzyme A"
2docohexecoa[m],"2,7,10,13,16,19-Docosahexenoyl Coenzyme A"
docohepcoa[m],"2,4,7,10,13,16,19-Docosaheptenoyl Coenzyme A"
docosahexcoa[m],"3,7,10,13,16,19-Docosahexenoyl Coenzyme A"
omhdocosac[r],"W-Hydroxydocosanoicacid"
succoa[c],"Succinyl Coenzyme A"
pentcoa[m],"Pentanoyl Coenzyme A"
glutcoa[c],"Glutaryl Coenzyme A"
3ivcoa[m],"3-Hydroxyisovaleryl Coenzyme A"
3ivcrn[c],"3-Hydroxy-Isovaleryl Carnitine"
3ivcoa[c],"3-Hydroxyisovaleryl Coenzyme A"
hx2coa[x],"Trans-Hex-2-Enoyl Coenzyme A"
hexe3coa[m],"3-Hexenoyl Coenzyme A"
hexe3coa[x],"3-Hexenoyl Coenzyme A"
succoa[x],"Succinyl Coenzyme A"
hepcoa[m],"Heptanoyl Coenzyme A"
omhdecacid[r],"W-Hydroxydecanoicacid"
hexdiac[c],"Hexadecanediocacid"
omhdocosac[c],"W-Hydroxydocosanoicacid"
omhdecacid[c],"W-Hydroxydecanoicacid"
sebacid[c],"Sebacicacid"
tdec4ecoa[m],"Trans4Decenoyl Coenzyme A"
ctdecdcoa[m],"Cis2Trans4Decadienoyl Coenzyme A"
tddedi2coa[m],"Trans2,6Dodecadienoyl Coenzyme A"
tddedicoa[m],"Trans3,6Dodecadienoyl Coenzyme A"
ocdececrn[c],"11-Octadecenoyl Carnitine"
ocdececrn[m],"11-Octadecenoyl Carnitine"
octdececrn[c],"Octadecenoyl Carnitine (Hypothetical, Position Of Double Bond Unknown)"
octdececrn[m],"Octadecenoyl Carnitine (Hypothetical, Position Of Double Bond Unknown)"
octdececoa[c],"Octadecenoyl Coenzyme A"
subeac[x],"Suberic Acid"
sebacid[x],"Sebacicacid"
subeac[c],"Suberic Acid"
c8dc[x],"Suberyl Carnitine"
ttdcrn[e],"Tetradecenoylcarnitine(5)"
4hpro_LT[e],"Trans-4-Hydroxy-L-Proline"
alaala[c],"D-Alanyl-D-Alanine"
alaala[e],"D-Alanyl-D-Alanine"
bglc[e],"Beta-Glucans"
glgchlo[e],"Beta Glucan-Glycocholate Complex"
gltcho[e],"Beta Glucan-Taurocholic Acid Complex"
tdechola[e],"Taurodeoxycholic Acid"
gltdechol[e],"Beta Glucan-Taurodeoxycholic Acid Complex"
carn[e],"Carnosine"
glygly[c],"Glycyl-Glycine"
glygly[e],"Glycyl-Glycine"
glyphe[e],"Glycyl-Phenylalanine"
glyphe[c],"Glycyl-Phenylalanine"
glypro[e],"Glycylproline"
glypro[c],"Glycylproline"
glysar[c],"Glycylsarcosine"
glysar[e],"Glycylsarcosine"
dchac[e],"Deoxycholate"
gum[e],"Gums"
gumdchac[e],"Guar Gum-Deoxyxholic Acid Complex"
gumgchol[e],"Guar Gum-Glycocholate Complex"
gumtchol[e],"Guar Gum-Taurocholic Acid Complex"
5HPET[r],"5(S)-Hydroperoxyeicosatetraenoic Acid"
leugly[e],"Leucyl-Glycine"
leugly[c],"Leucyl-Glycine"
leuleu[c],"Leucylleucine"
leuleu[e],"Leucylleucine"
pect[e],"Pectin"
pectindchac[e],"Pectin-Deoxycholic Acid Complex"
pectingchol[e],"Pectin-Glycocholate Complex"
pectintchol[e],"Pectin-Taurocholic Acid Complex"
progly[e],"L-Prolinylglycine"
progly[c],"L-Prolinylglycine"
psyl[e],"Psyllium"
psylchol[e],"Psillium-Glycocholic Acid Complex"
psyltchol[e],"Psyllium-Taurocholic Acid Complex"
psyltdechol[e],"Psyllium-Taurodeoxycholic Acid Complex"
sbt_D[e],"D-Sorbitol"
thm[e],"Thiamin"
1a25dhvitd3[c],"Calcitriol"
1a25dhvitd3[n],"Calcitriol"
4abut[n],"4-Aminobutanoate"
oh1[c],"Hydroxide Ion"
oh1[e],"Hydroxide Ion"
hyptaur[e],"Hypotaurine"
cysam[e],"Cysteamine"
q10[e],"Ubiquinone-10"
dhap[m],"Dihydroxyacetone Phosphate"
dpcoa[e],"Dephospho Coenzyme A"
pan4p[e],"Pantetheine 4-Phosphate"
5dpmev[c],"(R)-5-Diphosphomevalonate"
slfcys[e],"S-Sulfo-L-Cysteine"
fmn[e],"Flavin Mononucleotide"
ptth[e],"Pantetheine"
q10h2[e],"Ubiquinol-10"
fe3[c],"Iron (Fe3+)"
6pgl[c],"6-Phospho-D-Glucono-1,5-Lactone"
glu5sa[c],"L-Glutamate 5-Semialdehyde"
mal_L[x],"(S)-Malate"
5pmev[c],"(R)-5-Phosphonatomevalonate"
1pyr5c[c],"1-Pyrroline-5-Carboxylate"
pheme[e],"Protoheme"
slfcys[c],"S-Sulfo-L-Cysteine"
34hpp[e],"3-(4-Hydroxyphenyl)Pyruvate"
3mob[e],"3-Methyl-2-Oxobutanoate"
3mop[e],"3-Methyl-2-Oxopentanoate"
4mop[e],"4-Methyl-2-Oxopentanoate"
5mta[e],"5-Methylthioadenosine"
5oxpro[e],"5-Oxoprolinate"
ahcys[e],"S-Adenosyl-L-Homocysteine"
aicar[e],"5-Amino-1-(5-Phospho-D-Ribosyl)Imidazole-4-Carboxamide"
anth[e],"Anthranilate"
cbasp[e],"N-Carbamoyl-L-Aspartate"
mal_L[e],"(S)-Malate"
idour[e],"L-Iduronate"
5hoxindoa[e],"5-Hydroxyindoleacetate"
glyald[e],"D-Glyceraldehyde"
pep[e],"Phosphoenolpyruvate"
gudac[e],"Guanidinoacetic Acid"
Lkynr[e],"L-Kynurenine"
cala[e],"N-Carbamoyl-Beta-Alaninate"
crtn[e],"Creatinine"
kynate[e],"Kynurenic Acid"
3hanthrn[e],"3-Hydroxyanthranilate"
hLkynr[e],"3-Hydroxy-L-Kynurenine"
quln[e],"Quinolinic Acid"
2pg[e],"2-Phospho-D-Glycerate"
cholp[e],"Choline Phosphate"
cyst_L[e],"L-Cystathionine"
cyst_L[c],"L-Cystathionine"
dcmp[e],"Deoxycytidylic Acid"
dmgly[e],"N,N-Dimethylglycine"
ethamp[e],"Ethanolamine Phosphate"
fum[e],"Fumarate"
g3pc[e],"Glycerophosphocholine"
icit[e],"Isocitric Acid"
L2aadp[e],"L-2-Aminoadipate"
xan[e],"Xanthine"
xmp[e],"Xanthylic Acid"
xtsn[e],"Xanthosine"
3pg[e],"3-Phospho-D-Glycerate"
udpglcur[e],"Uridine-5'-Diphosphate-Glucuronate"
glyc3p[e],"Glycerol 3-Phosphate"
nicrnt[e],"Nicotinate D-Ribonucleotide"
orot5p[e],"Orotidine 5'-Phosphate"
hcys_L[e],"L-Homocysteine"
retinal[e],"Retinal"
argsuc[e],"L-Arginosuccinic Acid"
acrn[e],"O-Acetylcarnitine"
pcrn[e],"O-Propanoylcarnitine"
lneldccrn[e],"6Z,9Z-Octadecadienoylcarnitine"
odecrn[e],"L-Oleoylcarnitine"
stcrn[e],"O-Octadecanoyl-R-Carnitine"
pmtcrn[e],"L-Palmitoylcarnitine"
hdcecrn[e],"Palmitoleoyl-Carnitine"
pcreat[e],"Phosphocreatine"
HC00342[e],"Cis-Aconitate"
bgly[e],"N-Benzoylglycinate"
15kprostgf2[c],"15-Keto-Prostaglandin F2A"
adpoh[c],"2-Hydroxyadipic Acid"
phlac[c],"Phenyllactate"
and19one[c],"19-Hydroxyandrost-4-Ene-3,17-Dione"
ttdceacoa[c],"Tetradecenoyl Coenzyme A (N-C14:1)"
21hprgnlone[c],"21-Hydroxypregnenolone"
3mhis[c],"3-Methylhistidine"
hmcr[c],"Homocitrulline"
phacgly[c],"Phenylacetylglycine"
pcholmyr_hs[e],"1-Myristoylglycerophosphocholine"
pcholole_hs[e],"1-Oleoylglycerophosphocholine (Delta 9)"
peole_hs[e],"1-Oleoylglycerophosphoethanolamine (Delta 9)"
pcholpalme_hs[e],"1-Palmitoleoylglycerophosphocholine (Delta 9)"
pcholpalm_hs[e],"1-Palmitoylglycerophosphocholine"
pepalm_hs[e],"1-Palmitoylglycerophosphoethanolamine"
pail_hs[e],"1-Phosphatidyl-1D-Myo-Inositol"
pailpalm_hs[e],"1-Palmitoylglycerophosphoinositol"
pcholste_hs[e],"1-Stearoylglycerophosphocholine"
peste_hs[e],"1-Stearoylglycerophosphoethanolamine"
pailste_hs[e],"1-Stearoylglycerophosphoinositol"
pchol2linl_hs[e],"2-Linoleoylglycerophosphocholine"
pe2linl_hs[e],"2-Linoleoylglycerophosphoethanolamine"
pchol2ole_hs[e],"2-Oleoylglycerophosphocholine"
pchol2palm_hs[e],"2-Palmitoylglycerophosphocholine"
pchol2ste_hs[e],"2-Stearoylglycerophosphocholine"
xolest183_hs[e],"1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12)"
xolest181_hs[e],"1-Vaccenoyl-Cholesterol, Cholesterol-Ester (18:1, Delta 11)"
xolest205_hs[e],"1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5,8,11,14,17)"
xolest204_hs[e],"Cholesteryl Arachidonate, Cholesterol-Ester (20:4, Delta 5,8,11,14)"
xolest226_hs[e],"Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4,7,10,13,16,19)"
pcholn15_hs[e],"1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0)"
pcholar_hs[e],"1-Arachidonoyl-Glycero-3-Phosphocholine"
pcholn183_hs[e],"1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15)"
pcholn1836_hs[e],"1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12)"
pcholn19_hs[e],"1-Nonadecanoylglycerophosphocholine, Sn1-Lpc (19:0)"
