Rxn,min_AST,max_AST,min_GBM,max_GBM,min_ODG,max_ODG,Formula
HMR_2533,0,1.97596119733134e-06,0,6.44095145313223e-06,0,6.09608474633205e-06,"Proton + Nicotinamide Adenine Dinucleotide Phosphate - Reduced + 3-Oxoeicosa-Cis,Cis,Cis-11,14,17-Trienoyl Coenzyme A  -> Nicotinamide Adenine Dinucleotide Phosphate + (3S)-Hydroxy-Eicosa-Cis,Cis,Cis-11,14,17-Trienoyl Coenzyme A "
HMR_2535,0,1.97596119733134e-06,0,6.44095145313223e-06,0,6.09608474633205e-06,"(3S)-Hydroxy-Eicosa-Cis,Cis,Cis-11,14,17-Trienoyl Coenzyme A  -> Water + Trans,Cis,Cis,Cis-2,11,14,17-Eicosatetraenoyl Coenzyme A "
HMR_2537,0,1.97596119733134e-06,0,6.44095145313223e-06,0,6.09608474633205e-06,"Proton + Nicotinamide Adenine Dinucleotide Phosphate - Reduced + Trans,Cis,Cis,Cis-2,11,14,17-Eicosatetraenoyl Coenzyme A  -> Nicotinamide Adenine Dinucleotide Phosphate + 11Z,14Z,17Z-Eicosatrienoyl Coenzyme A "
HMR_2540,0,1.1996906792433e-06,0,3.82055099288003e-06,0,4.01150907691772e-06,"Proton + Malonyl Coenzyme A + 11Z,14Z,17Z-Eicosatrienoyl Coenzyme A  -> Carbon Dioxide + Coenzyme A + 3-Oxo-Docosa-13,16,19-All-Cis-Trienoyl Coenzyme A "
HMR_2541,0,1.1996906792433e-06,0,3.82055099288003e-06,0,4.01150907691772e-06,"Proton + Nicotinamide Adenine Dinucleotide Phosphate - Reduced + 3-Oxo-Docosa-13,16,19-All-Cis-Trienoyl Coenzyme A  -> Nicotinamide Adenine Dinucleotide Phosphate + 3(S)-Hydroxy-Docosa-13,16,19-All-Cis-Trienoyl Coenzyme A "
HMR_2542,0,1.1996906792433e-06,0,3.82055099288003e-06,0,4.01150907691772e-06,"3(S)-Hydroxy-Docosa-13,16,19-All-Cis-Trienoyl Coenzyme A  -> Water + Trans,Cis,Cis,Cis-2,13,16,19-Docosatetraenoyl Coenzyme A "
HMR_2543,0,1.1996906792433e-06,0,3.82055099288003e-06,0,4.01150907691772e-06,"Proton + Nicotinamide Adenine Dinucleotide Phosphate - Reduced + Trans,Cis,Cis,Cis-2,13,16,19-Docosatetraenoyl Coenzyme A  -> Nicotinamide Adenine Dinucleotide Phosphate + 13Z,16Z,19Z-Docosatrienoyl Coenzyme A "
HMR_2581,0,1.11971130536404e-05,0,2.62097638530127e-05,0,4.76214814568721e-05,"2 Oxygen + Proton + Nicotinamide Adenine Dinucleotide Phosphate - Reduced + Timnodonic Acid C20:5, N-3  -> Water + Nicotinamide Adenine Dinucleotide Phosphate + Prostaglandin H3 "
HMR_2602,-1.5268790320988e-06,258.665128625271,-4.7151168374171e-06,0.00520740512016005,-6.26492026611913e-06,5.80288848368582e-05,"Coenzyme A + Dodecanoylcarnitine  <=> L-Carnitine + Lauroyl Coenzyme A "
HMR_2603,-1.5268790320988e-06,258.665128625271,-4.7151168374171e-06,0.00520740512016005,-6.26492026611913e-06,5.80288848368582e-05,"L-Carnitine + Dodecanoylcarnitine  <=> L-Carnitine + Dodecanoylcarnitine "
HMR_2604,-258.665128625271,1.5268790320988e-06,-0.00520740512016005,4.7151168374171e-06,-5.80288848368582e-05,6.26492026611913e-06,"Coenzyme A + Dodecanoylcarnitine  <=> L-Carnitine + Lauroyl Coenzyme A "
HMR_2608,-3.05375806419761e-06,175.831531374847,21.5405378511933,21.5496036546733,-1.17311619192151e-05,7.57555181962744e-05,"Coenzyme A + Tetradecanoylcarnitine  <=> L-Carnitine + Myristoyl Coenzyme A "
HMR_2609,-3.05375806419761e-06,175.831531374847,21.5405378511933,21.5496036546733,-1.17311619192151e-05,7.57555181962744e-05,"L-Carnitine + Tetradecanoylcarnitine  <=> L-Carnitine + Tetradecanoylcarnitine "
HMR_2610,-175.831531374847,3.05375806419761e-06,-21.5496036546733,-21.5405378511933,-7.57555181962744e-05,1.17311619192151e-05,"Coenzyme A + Tetradecanoylcarnitine  <=> L-Carnitine + Myristoyl Coenzyme A "
HMR_2611,0,183.671524842153,0,0.000127119566229794,0,0.000555371489465273,"2 Proton + L-Carnitine + 9E-Tetradecenoyl Coenzyme A  <=> Coenzyme A + Tetradecenoylcarnitine(5) "
HMR_2612,-54.8780623957588,0,-1000,978.45946214881,-1.15164497600517e-05,0,"L-Carnitine + Tetradecenoylcarnitine(5)  <=> L-Carnitine + Tetradecenoylcarnitine(5) "
HMR_2613,-54.8780623957588,0,-21.5443962494593,-21.5405378511863,-1.15164497600517e-05,0,"2 Proton + L-Carnitine + 9E-Tetradecenoyl Coenzyme A  <=> Coenzyme A + Tetradecenoylcarnitine(5) "
HMR_2620,0,175.831531374846,0,0.0052074051486386,0,7.57555180683767e-05,"L-Carnitine + 5Z-Tetradecenoyl Coenzyme A  <=> Coenzyme A + Tetradecenoylcarnitine(9) "
HMR_2621,-175.831531374846,0,-0.0052074051486386,0,-7.57555180683767e-05,0,"L-Carnitine + Tetradecenoylcarnitine(9)  <=> L-Carnitine + Tetradecenoylcarnitine(9) "
HMR_2622,-175.831531374846,0,-0.0052074051486386,0,-7.57555180683767e-05,0,"L-Carnitine + 5Z-Tetradecenoyl Coenzyme A  <=> Coenzyme A + Tetradecenoylcarnitine(9) "
HMR_2624,NaN,NaN,-1000,1000,NaN,NaN,"L-Carnitine + Pentadecanoylcarnitine  <=> L-Carnitine + Pentadecanoylcarnitine "
HMR_2633,0,225.749428133213,0,105.294304131037,0,7.57555221611028e-05,"L-Carnitine + 7Z-Hexadecenoyl Coenzyme A  <=> Coenzyme A + Trans-Hexadec-2-Enoyl Carnitine "
HMR_2634,-225.749428133213,0,-1000,1000,-7.57555202994808e-05,0,"L-Carnitine + Trans-Hexadec-2-Enoyl Carnitine  <=> L-Carnitine + Trans-Hexadec-2-Enoyl Carnitine "
HMR_2635,-183.921173834889,154.80506827467,-0.00050825042502467,105.294304131034,-7.57555202994808e-05,0,"L-Carnitine + 7Z-Hexadecenoyl Coenzyme A  <=> Coenzyme A + Trans-Hexadec-2-Enoyl Carnitine "
HMR_2644,0,3.05375809261932e-06,-1000,1000,0,1.17311627292338e-05,"L-Carnitine + Heptadecanoylcarnitine  <=> L-Carnitine + Heptadecanoylcarnitine "
HMR_2655,-273.58263972039,3.05375807840846e-06,-1000,746.81143325177,-1000,1.17311604981296e-05,"L-Carnitine + O-Octadecanoyl-R-Carnitine  <=> L-Carnitine + O-Octadecanoyl-R-Carnitine "
HMR_2657,0,154.80506827467,0,105.294304131038,0,0.000171437335666269,"L-Carnitine + 13Z-Octadecenoyl Coenzyme A  <=> Coenzyme A + L-Oleoylcarnitine "
HMR_2659,-39.4442729807911,0,-0.000389524526042351,0,-1.37990387258924e-05,0,"L-Carnitine + 13Z-Octadecenoyl Coenzyme A  <=> Coenzyme A + L-Oleoylcarnitine "
HMR_2660,-107.677984411681,3.05375810683017e-06,-0.000563221695301763,9.3909247240731e-06,-4.33541698257045e-05,1.17311624308059e-05,"Coenzyme A + Octadecenoylcarnitine(7)  <=> L-Carnitine + 11Z-Octadecenoyl Coenzyme A "
HMR_2661,-107.677984411681,3.05375810683017e-06,-0.000563221695301763,9.3909247240731e-06,-4.33541698257045e-05,1.17311624308059e-05,"L-Carnitine + Octadecenoylcarnitine(7)  <=> L-Carnitine + Octadecenoylcarnitine(7) "
HMR_2662,-3.05375810683017e-06,107.677984411681,-9.3909247240731e-06,0.000563221695301763,-1.17311624308059e-05,4.33541698257045e-05,"Coenzyme A + Octadecenoylcarnitine(7)  <=> L-Carnitine + 11Z-Octadecenoyl Coenzyme A "
HMR_2666,0,183.671524842153,0,41.8769020985207,0,313.859254007872,"L-Carnitine + 9E-Octadecenoic Acid  <=> Coenzyme A + Elaidic carnitine "
HMR_2667,724.081794244123,1000,-1000,1000,999.999680729493,1000,"L-Carnitine + Elaidic carnitine  <=> L-Carnitine + Elaidic carnitine "
HMR_2668,-42.824795873448,0,-0.00038952451888008,0,-1.37990385837838e-05,0,"L-Carnitine + 9E-Octadecenoic Acid  <=> Coenzyme A + Elaidic carnitine "
HMR_2669,0,39.4442729807912,0,0.000389524507346366,0,1.37990389532661e-05,"L-Carnitine + 7Z-Octadecenoyl Coenzyme A  <=> Coenzyme A + Octadecenoylcarnitine(11) "
HMR_2670,-39.4442729807912,0,-0.000389524507346366,0,-1.37990389532661e-05,0,"L-Carnitine + Octadecenoylcarnitine(11)  <=> L-Carnitine + Octadecenoylcarnitine(11) "
HMR_2671,-39.4442729807912,0,-0.000389524507346366,0,-1.37990389532661e-05,0,"L-Carnitine + 7Z-Octadecenoyl Coenzyme A  <=> Coenzyme A + Octadecenoylcarnitine(11) "
HMR_2673,0,125.423975882266,-1000,1000,0,7.57555198331346e-05,"L-Carnitine + 6Z,9Z-Octadecadienoylcarnitine  <=> L-Carnitine + 6Z,9Z-Octadecadienoylcarnitine "
HMR_2675,-3.05375810553828e-06,3.05375812104103e-06,-9.39092470453318e-06,9.39092472318492e-06,-1.17311619760585e-05,1.17311618907934e-05,"Coenzyme A + Nonadecanoylcarnitine  <=> L-Carnitine + Nonadecanoyl Coenzyme A "
HMR_2676,-3.05375810553828e-06,3.05375812104103e-06,-9.39092470453318e-06,9.39092472318492e-06,-1.17311619760585e-05,1.17311618907934e-05,"L-Carnitine + Nonadecanoylcarnitine  <=> L-Carnitine + Nonadecanoylcarnitine "
HMR_2677,-3.05375812104103e-06,3.05375810553828e-06,-9.39092472318492e-06,9.39092470453318e-06,-1.17311618907934e-05,1.17311619760585e-05,"Coenzyme A + Nonadecanoylcarnitine  <=> L-Carnitine + Nonadecanoyl Coenzyme A "
HMR_2679,-3.05375807453278e-06,3.05375810683017e-06,-1000,1000,-1.1731161634998e-05,1.17311610807747e-05,"L-Carnitine + Eicosanoylcarnitine  <=> L-Carnitine + Eicosanoylcarnitine "
HMR_2681,0,3.05375810683017e-06,0,9.39092469209868e-06,0,1.17311618623717e-05,"L-Carnitine + 13Z-Eicosenoyl Coenzyme A  <=> Coenzyme A + Eicosenoylcarnitine(7) "
HMR_2682,-3.05375810683017e-06,0,-9.39092469209868e-06,0,-1.17311618623717e-05,0,"L-Carnitine + Eicosenoylcarnitine(7)  <=> L-Carnitine + Eicosenoylcarnitine(7) "
HMR_2683,-3.05375810683017e-06,0,-9.39092469209868e-06,0,-1.17311618623717e-05,0,"L-Carnitine + 13Z-Eicosenoyl Coenzyme A  <=> Coenzyme A + Eicosenoylcarnitine(7) "
HMR_2684,-3.05375810553828e-06,3.05375809261932e-06,-9.39092474716574e-06,9.39092471785585e-06,-1.1731161783905e-05,1.17311619192151e-05,"L-Carnitine + 11Z-Eicosenoyl Coenzyme A   <=> Coenzyme A + Eicosenoylcarnitine(9) "
HMR_2685,-3.05375809261932e-06,3.05375810553828e-06,-9.39092471785585e-06,9.39092474716574e-06,-1.17311619192151e-05,1.1731161783905e-05,"L-Carnitine + Eicosenoylcarnitine(9)  <=> L-Carnitine + Eicosenoylcarnitine(9) "
HMR_2686,-3.05375809261932e-06,3.05375810553828e-06,-9.39092471785585e-06,9.39092474716574e-06,-1.17311619192151e-05,1.1731161783905e-05,"L-Carnitine + 11Z-Eicosenoyl Coenzyme A   <=> Coenzyme A + Eicosenoylcarnitine(9) "
HMR_2687,0,3.05375804998675e-06,0,9.16985163552706e-06,0,6.34067730231891e-06,"L-Carnitine + 9Z-Eicosenoyl Coenzyme A  <=> Coenzyme A + Eicosenoylcarnitine(11) "
HMR_2688,-3.05375804998675e-06,0,-9.16985163552706e-06,0,-6.34067730231891e-06,0,"L-Carnitine + Eicosenoylcarnitine(11)  <=> L-Carnitine + Eicosenoylcarnitine(11) "
HMR_2689,-3.05375804998675e-06,0,-9.16985163552706e-06,0,-6.34067730231891e-06,0,"L-Carnitine + 9Z-Eicosenoyl Coenzyme A  <=> Coenzyme A + Eicosenoylcarnitine(11) "
HMR_2690,0,3.05375817788445e-06,0,9.32161757383199e-06,0,7.04662127759548e-06,"L-Carnitine + 8Z,11Z-Eicosadienoyl Coenzyme A  <=> Coenzyme A + 8Z,11Z-Eicosadienoylcarnitine "
HMR_2691,0,3.05375817788445e-06,0,9.32161757383199e-06,0,7.04662127759548e-06,"L-Carnitine + 8Z,11Z-Eicosadienoylcarnitine  <=> L-Carnitine + 8Z,11Z-Eicosadienoylcarnitine "
HMR_2692,-3.05375817788445e-06,0,-9.32161757383199e-06,0,-7.04662127759548e-06,0,"L-Carnitine + 8Z,11Z-Eicosadienoyl Coenzyme A  <=> Coenzyme A + 8Z,11Z-Eicosadienoylcarnitine "
HMR_2693,0,3.05375806419761e-06,0,9.47849163262605e-06,0,7.9294531474261e-06,"L-Carnitine + 5Z,8Z,11Z-Eicosatrienoyl Coenzyme A  <=> Coenzyme A + 5Z,8Z,11Z-Eicosatrienoylcarnitine "
HMR_2695,0,3.05375806419761e-06,0,9.47849163262605e-06,0,7.9294531474261e-06,"L-Carnitine + 5Z,8Z,11Z-Eicosatrienoylcarnitine  <=> L-Carnitine + 5Z,8Z,11Z-Eicosatrienoylcarnitine "
HMR_2697,-3.05375806419761e-06,0,-9.47849163262605e-06,0,-7.9294531474261e-06,0,"L-Carnitine + 5Z,8Z,11Z-Eicosatrienoyl Coenzyme A  <=> Coenzyme A + 5Z,8Z,11Z-Eicosatrienoylcarnitine "
HMR_2699,-3.05375809261932e-06,0,-9.39092473117853e-06,0,-1.17311617486848e-05,0,"Coenzyme A + Heneicosanoylcarnitine  <=> L-Carnitine + Heneicosanoyl Coenzyme A "
HMR_2700,-3.05375809261932e-06,0,-9.39092473117853e-06,0,-1.17311617486848e-05,0,"L-Carnitine + Heneicosanoylcarnitine  <=> L-Carnitine + Heneicosanoylcarnitine "
HMR_2701,0,3.05375809261932e-06,0,9.39092473117853e-06,0,1.17311617486848e-05,"Coenzyme A + Heneicosanoylcarnitine  <=> L-Carnitine + Heneicosanoyl Coenzyme A "
HMR_2702,-3.05375807840846e-06,0,-9.39092470630953e-06,0,-1.17311615213112e-05,0,"Coenzyme A + Docosanoylcarnitine  <=> L-Carnitine + Docosanoyl Coenzyme A "
HMR_2703,-3.05375807840846e-06,0,-9.39092470630953e-06,0,-1.17311615213112e-05,0,"L-Carnitine + Docosanoylcarnitine  <=> L-Carnitine + Docosanoylcarnitine "
HMR_2704,0,3.05375807840846e-06,0,9.39092470630953e-06,0,1.17311615213112e-05,"Coenzyme A + Docosanoylcarnitine  <=> L-Carnitine + Docosanoyl Coenzyme A "
HMR_2705,0,3.05375824893872e-06,0,9.39092480134462e-06,0,1.17311619192151e-05,"L-Carnitine + Docosenoyl Coenzyme A  <=> Coenzyme A + Docosenoylcarnitine "
HMR_2706,-3.05375824893872e-06,0,-9.39092480134462e-06,0,-1.17311619192151e-05,0,"L-Carnitine + Docosenoylcarnitine  <=> L-Carnitine + Docosenoylcarnitine "
HMR_2707,-3.05375824893872e-06,0,-9.39092480134462e-06,0,-1.17311619192151e-05,0,"L-Carnitine + Docosenoyl Coenzyme A  <=> Coenzyme A + Docosenoylcarnitine "
HMR_2708,0,1.52687905276914e-06,0,4.63953582169749e-06,0,4.11599005900598e-06,"L-Carnitine + 11Z-Docosenoyl Coenzyme A  <=> Coenzyme A + Docosenoylcarnitine(11) "
HMR_2709,-1.52687905276914e-06,0,-4.63953582169749e-06,0,-4.11599005900598e-06,0,"L-Carnitine + Docosenoylcarnitine(11)  <=> L-Carnitine + Docosenoylcarnitine(11) "
HMR_2710,-1.52687905276914e-06,0,-4.63953582169749e-06,0,-4.11599005900598e-06,0,"L-Carnitine + 11Z-Docosenoyl Coenzyme A  <=> Coenzyme A + Docosenoylcarnitine(11) "
HMR_2711,-1000,1000,-1000,1000,-7.63918559414378e-05,1000,"Coenzyme A + Octadecatrienoylcarnitine  <=> L-Carnitine + Alpha-Linolenoyl Coenzyme A "
HMR_2712,-1000,1000,-1000,1000,-7.63918584496537e-05,1000,"L-Carnitine + Octadecatrienoylcarnitine  <=> L-Carnitine + Octadecatrienoylcarnitine "
HMR_2713,-1000,1000,-1000,1000,-1000,7.63918584496537e-05,"Coenzyme A + Octadecatrienoylcarnitine  <=> L-Carnitine + Alpha-Linolenoyl Coenzyme A "
HMR_2715,-5.59855652682018e-06,5.59855649839847e-06,-1000,1000,-2.60439314629934e-05,3.28997714404977e-05,"L-Carnitine + 6Z,9Z,12Z,15Z-Octadecatetraenoylcarnitine  <=> L-Carnitine + 6Z,9Z,12Z,15Z-Octadecatetraenoylcarnitine "
HMR_2718,0,3.05375810553828e-06,-1000,1000,0,1.17311622034322e-05,"L-Carnitine + 8Z,11Z,14Z,17Z-Eicosatetraenoylcarnitine  <=> L-Carnitine + 8Z,11Z,14Z,17Z-Eicosatetraenoylcarnitine "
HMR_2722,-1000,1000,-1000,1000,-5.20878657219725e-05,1.44002650408481e-05,"L-Carnitine + 5Z,8Z,11Z,14Z,17Z-Eicosapentaenoylcarnitine  <=> L-Carnitine + 5Z,8Z,11Z,14Z,17Z-Eicosapentaenoylcarnitine "
HMR_2727,0,2.39938135848661e-06,-1000,1000,0,8.48576012657531e-06,"L-Carnitine + 7Z,10Z,13Z,16Z,19Z-Docosapentaenoylcarnitine  <=> L-Carnitine + 7Z,10Z,13Z,16Z,19Z-Docosapentaenoylcarnitine "
HMR_2731,-1.11971129967969e-05,0,-0.000175966465236386,0,-23.6008397078744,-23.6007300673447,"L-Carnitine + Docosahexaenoylcarnitine  <=> L-Carnitine + Docosahexaenoylcarnitine "
HMR_2733,0,1.97596111875368e-06,0,6.44095145756361e-06,0,6.09608483159718e-06,"L-Carnitine + 11Z,14Z,17Z-Eicosatrienoyl Coenzyme A  <=> Coenzyme A + 11Z,14Z,17Z-Eicosatrienoylcarnitine "
HMR_2734,0,1.97596111875368e-06,0,6.44095145756361e-06,0,6.09608483159718e-06,"L-Carnitine + 11Z,14Z,17Z-Eicosatrienoylcarnitine  <=> L-Carnitine + 11Z,14Z,17Z-Eicosatrienoylcarnitine "
HMR_2735,-1.97596111875368e-06,0,-6.44095145756361e-06,0,-6.09608483159718e-06,0,"L-Carnitine + 11Z,14Z,17Z-Eicosatrienoyl Coenzyme A  <=> Coenzyme A + 11Z,14Z,17Z-Eicosatrienoylcarnitine "
HMR_2736,0,1.1996906792433e-06,0,3.82055099288003e-06,0,4.01150907691772e-06,"L-Carnitine + 13Z,16Z,19Z-Docosatrienoyl Coenzyme A  <=> Coenzyme A + 13Z,16Z,19Z-Docosatrienoylcarnitine "
HMR_2737,0,1.1996906792433e-06,0,3.82055099288003e-06,0,4.01150907691772e-06,"L-Carnitine + 13Z,16Z,19Z-Docosatrienoylcarnitine  <=> L-Carnitine + 13Z,16Z,19Z-Docosatrienoylcarnitine "
HMR_2738,-1.1996906792433e-06,0,-3.82055099288003e-06,0,-4.01150907691772e-06,0,"L-Carnitine + 13Z,16Z,19Z-Docosatrienoyl Coenzyme A  <=> Coenzyme A + 13Z,16Z,19Z-Docosatrienoylcarnitine "
HMR_2739,0,1.34365356643684e-06,0,4.55692547589467e-06,0,4.92398531193317e-06,"L-Carnitine + 10Z,13Z,16Z,19Z-Docosatetraenoyl Coenzyme A  <=> Coenzyme A + 10Z,13Z,16Z,19Z-Docosatetraenoylcarnitine "
HMR_2740,0,1.34365356643684e-06,0,4.55692547589467e-06,0,4.92398531193317e-06,"L-Carnitine + 10Z,13Z,16Z,19Z-Docosatetraenoylcarnitine  <=> L-Carnitine + 10Z,13Z,16Z,19Z-Docosatetraenoylcarnitine "
HMR_2741,-1.34365356643684e-06,0,-4.55692547589467e-06,0,-4.92398531193317e-06,0,"L-Carnitine + 10Z,13Z,16Z,19Z-Docosatetraenoyl Coenzyme A  <=> Coenzyme A + 10Z,13Z,16Z,19Z-Docosatetraenoylcarnitine "
HMR_2744,-1.11971130536404e-05,0,-1000,1000,-3.37878681193615e-05,0,"L-Carnitine + Linoleyl Carnitine  <=> L-Carnitine + Linoleyl Carnitine "
HMR_2748,-1.11971130536404e-05,5.59855652682018e-06,-1000,1000,-6.75757369341189e-05,3.19533270811689e-05,"L-Carnitine + Gamma-Linolenoylcarnitine  <=> L-Carnitine + Gamma-Linolenoylcarnitine "
HMR_2753,-3.05375810553828e-06,0,-1000,1000,-1.17311619760585e-05,0,"L-Carnitine + 8Z,11Z,14Z-Eicosatrienoylcarnitine  <=> L-Carnitine + 8Z,11Z,14Z-Eicosatrienoylcarnitine "
HMR_2757,-1.11971130536403e-05,3.05375810553828e-06,-1000,1000,-6.3700316623283e-05,1.17311622034322e-05,"L-Carnitine + C20:4 Carnitine  <=> L-Carnitine + C20:4 Carnitine "
HMR_2760,-3.05375810683017e-06,0,-1000,1000,-1.17311610665638e-05,0,"L-Carnitine + Ocosatetraenoylcarnitine  <=> Ocosatetraenoylcarnitine + L-Carnitine "
HMR_2764,0,2.39938137269746e-06,-1000,1000,0,1.26089663001753e-05,"L-Carnitine + 4Z,7Z,10Z,13Z,16Z-Docosapentaenoylcarnitine  <=> L-Carnitine + 4Z,7Z,10Z,13Z,16Z-Docosapentaenoylcarnitine "
HMR_2768,0,2.39938133615526e-06,0,7.68686047749786e-06,0,6.2770810060897e-06,"L-Carnitine + (11Z,14Z)-Icosadienoyl Coenzyme A  <=> Coenzyme A + 11Z,14Z-Eicosadienoylcarnitine "
HMR_2769,-2.39938133615526e-06,0,-7.68686047749786e-06,0,-6.2770810060897e-06,0,"L-Carnitine + 11Z,14Z-Eicosadienoylcarnitine  <=> L-Carnitine + 11Z,14Z-Eicosadienoylcarnitine "
HMR_2770,-2.39938133615526e-06,0,-7.68686047749786e-06,0,-6.2770810060897e-06,0,"L-Carnitine + (11Z,14Z)-Icosadienoyl Coenzyme A  <=> Coenzyme A + 11Z,14Z-Eicosadienoylcarnitine "
HMR_2771,0,1.3436535607525e-06,0,4.29110017798223e-06,0,4.37501234317848e-06,"L-Carnitine + 13Z,16Z-Docosadienoyl Coenzyme A  <=> Proton + Coenzyme A + 13Z,16Z-Docosadienoylcarnitine "
HMR_2772,0,1.3436535607525e-06,0,4.29110017798223e-06,0,4.37501234317848e-06,"L-Carnitine + 13Z,16Z-Docosadienoylcarnitine  <=> L-Carnitine + 13Z,16Z-Docosadienoylcarnitine "
HMR_2773,-1.3436535607525e-06,0,-4.29110017798223e-06,0,-4.37501234317848e-06,0,"L-Carnitine + 13Z,16Z-Docosadienoyl Coenzyme A  <=> Proton + Coenzyme A + 13Z,16Z-Docosadienoylcarnitine "
HMR_2774,0,1.34365354824695e-06,0,4.29138237172092e-06,0,4.37152964138932e-06,"L-Carnitine + 10Z,13Z,16Z-Docosatrienoyl Coenzyme A  <=> Coenzyme A + 10Z,13Z,16Z-Docosatrienoylcarnitine "
HMR_2775,0,1.34365354824695e-06,0,4.29138237172092e-06,0,4.37152964138932e-06,"L-Carnitine + 10Z,13Z,16Z-Docosatrienoylcarnitine  <=> L-Carnitine + 10Z,13Z,16Z-Docosatrienoylcarnitine "
HMR_2776,-1.34365354824695e-06,0,-4.29138237172092e-06,0,-4.37152964138932e-06,0,"L-Carnitine + 10Z,13Z,16Z-Docosatrienoyl Coenzyme A  <=> Coenzyme A + 10Z,13Z,16Z-Docosatrienoylcarnitine "
HMR_2817,0,3.73237101788012e-06,0,1.44055800621601e-05,0,1.69702835961516e-05,"L-Carnitine + O-Octadecanoyl-R-Carnitine  <=> O-Octadecanoyl-R-Carnitine + L-Carnitine "
HMR_2819,-3.73237101788012e-06,0,-1.44055800621601e-05,0,-1.69702835961516e-05,0,"Coenzyme A + O-Octadecanoyl-R-Carnitine  <=> L-Carnitine + Stearoyl Coenzyme A (N-C18:0 Coenzyme A) "
HMR_2857,0,5.59855652682018e-06,0,2.16433595596754e-05,0,3.28997717815582e-05,"L-Carnitine + Octadecatrienoylcarnitine  <=> L-Carnitine + Octadecatrienoylcarnitine "
HMR_2859,-5.59855652682018e-06,0,-2.16433595596754e-05,0,-3.28997717815582e-05,0,"Coenzyme A + Octadecatrienoylcarnitine  <=> L-Carnitine + Alpha-Linolenoyl Coenzyme A "
HMR_2884,-1000,1000,-458.932590583152,1000,-1000,1000,"L-Carnitine + Gamma-Linolenoylcarnitine  <=> L-Carnitine + Gamma-Linolenoylcarnitine "
HMR_2886,-1000,1000,-1000,458.932590583152,-1000,1000,"Coenzyme A + Gamma-Linolenoylcarnitine  <=> L-Carnitine + Gamma-Linolenoyl Coenzyme A "
HMR_2942,0,1.11971130536404e-05,0,3.48223287538474e-05,0,4.87095062453591e-05,"Adenosine Triphosphate + Coenzyme A + Dodecanoic Acid  -> Adenosine Monophosphate + Diphosphate + Lauroyl Coenzyme A "
HMR_2943,0,1.11971130536404e-05,0,3.48223287538474e-05,0,4.87095062453591e-05,"Adenosine Triphosphate + Coenzyme A + Tridecanoic Acid  -> Adenosine Monophosphate + Diphosphate + Tridecanoyl Coenzyme A "
HMR_2944,0,1.11971130536404e-05,0,3.48223287538474e-05,0,4.87095062453591e-05,"Adenosine Triphosphate + Coenzyme A + Tetradecanoic Acid  -> Adenosine Monophosphate + Diphosphate + Myristoyl Coenzyme A "
HMR_2945,0,1.11971130536404e-05,0,3.48223287538474e-05,0,4.87095062453591e-05,"Adenosine Triphosphate + Coenzyme A + 5Z-Tetradecenoic Acid  -> Adenosine Monophosphate + Diphosphate + 5Z-Tetradecenoyl Coenzyme A "
HMR_2946,0,1.11971130536404e-05,0,3.48223287538474e-05,0,4.87095062453591e-05,"Adenosine Triphosphate + Coenzyme A + 9E-Tetradecenoic Acid (N-C14:1)  -> Adenosine Monophosphate + Diphosphate + 9E-Tetradecenoyl Coenzyme A "
HMR_2947,0,1.11971130536404e-05,0,3.48223287538474e-05,0,4.87095062453591e-05,"Adenosine Triphosphate + Coenzyme A + 7Z-Tetradecenoic Acid  -> Adenosine Monophosphate + Diphosphate + Cis-Myrist-7-Enoyl Coenzyme A "
HMR_2948,0,1.11971130536404e-05,0,3.48223287538474e-05,0,4.87095062453591e-05,"Adenosine Triphosphate + Coenzyme A + Pentadecanoic Acid  -> Adenosine Monophosphate + Diphosphate + Pentadecanoyl Coenzyme A "
HMR_2951,0,1.11971130536404e-05,0,3.48223287538474e-05,0,4.87095062453591e-05,"Adenosine Triphosphate + Coenzyme A + 7Z-Hexadecenoic Acid  -> Adenosine Monophosphate + Diphosphate + 7Z-Hexadecenoyl Coenzyme A "
HMR_2954,0,1.11971130536404e-05,0,3.48223287538474e-05,0,4.87095062453591e-05,"Adenosine Triphosphate + Coenzyme A + Margaric Acid  -> Adenosine Monophosphate + Diphosphate + Heptadecanoyl Coenzyme A "
HMR_2955,0,1.11971130536404e-05,0,3.48223287538474e-05,0,4.87095062453591e-05,"Adenosine Triphosphate + Coenzyme A + 10Z-Heptadecenoic Acid  -> Adenosine Monophosphate + Diphosphate + 10Z-Heptadecenoyl Coenzyme A "
HMR_2956,0,1.11971130536404e-05,0,3.48223287538474e-05,0,4.87095062453591e-05,"Adenosine Triphosphate + Coenzyme A + 9Z-Heptadecenoic Acid  -> Adenosine Monophosphate + Diphosphate + 9Z-Heptadecenoyl Coenzyme A "
HMR_2957,0,1.11971130536404e-05,0,3.48223287538474e-05,0,4.87095062453591e-05,"Adenosine Triphosphate + Coenzyme A + Octadecanoate (N-C18:0)  -> Adenosine Monophosphate + Diphosphate + Stearoyl Coenzyme A (N-C18:0 Coenzyme A) "
HMR_2961,0,1.11971130536404e-05,0,3.48223287538474e-05,0,4.87095062453591e-05,"Adenosine Triphosphate + Coenzyme A + (9E)-Octadecenoic Acid  -> Adenosine Monophosphate + Diphosphate + 9E-Octadecenoic Acid "
