Model,Data,Curation,Subtype,Gene_ENTREZ,Symbol,Essentiality_Type,is_metabolic,Dependency_Score,Dependency_Probability,DepMap_ID,Average_Score
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,0.02873226,0.02611682,ACH-001622,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,-0.1352504,0.06311511,ACH-001623,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,-0.06545975,0.05901378,ACH-001624,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,-0.05864729,0.05245483,ACH-002228,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,0.02375534,0.03017608,ACH-002229,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,0.095356,0.01200258,ACH-002230,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.1479774,0.009703582,ACH-000036,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.02712449,0.02116163,ACH-000098,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.02527422,0.02107279,ACH-000152,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,-0.1003577,0.0706491,ACH-000200,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.05390021,0.02688403,ACH-000215,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.04564393,0.02147225,ACH-000231,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.004250284,0.02460441,ACH-000244,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.001789619,0.02227658,ACH-000269,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.2185603,0.005566863,ACH-000368,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,-0.1520987,0.05660076,ACH-000370,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,-0.05530878,0.06815424,ACH-000376,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.04887784,0.01562544,ACH-000445,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.07772501,0.01376153,ACH-000455,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.03244886,0.02635306,ACH-000464,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.1850867,0.003500275,ACH-000469,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.03785987,0.02622545,ACH-000558,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,-0.1276178,0.09599937,ACH-000570,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.0787728,0.01525057,ACH-000571,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.01939086,0.02994669,ACH-000595,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.05105888,0.02523081,ACH-000622,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.07778264,0.01191696,ACH-000623,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.1362825,0.004793228,ACH-000634,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.06806755,0.02704333,ACH-000673,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.03758428,0.01583434,ACH-000676,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.1398291,0.00444812,ACH-000738,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.06346807,0.01270647,ACH-000756,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.0739616,0.01314447,ACH-000760,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.01513835,0.02188362,ACH-000819,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.05184898,0.01670936,ACH-000863,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.06577604,0.01217788,ACH-000887,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.04822229,0.02493706,ACH-001329,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.05952922,0.01736007,ACH-001605,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.08587693,0.01220098,ACH-001606,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.04224518,0.02186277,ACH-001608,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.1396387,0.007425616,ACH-001609,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.09239747,0.01191346,ACH-001610,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.01761866,0.01606114,ACH-001611,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.08002349,0.01436472,ACH-001622,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,-0.1872827,0.09105142,ACH-001623,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.06398535,0.01776316,ACH-001624,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,-0.002294505,0.02815103,ACH-002228,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.07543579,0.01767087,ACH-002229,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,11254,SLC6A14 ,"NA_",Metabolic,0.02708915,0.0253052,ACH-002230,0.044013544837209304
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.9548868,0.9492785,ACH-000036,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.4607294,0.6582531,ACH-000098,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.6983304,0.8402698,ACH-000152,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.5899535,0.6622053,ACH-000200,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-1.209169,0.9817229,ACH-000215,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.8846957,0.9115677,ACH-000231,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.5607548,0.6827171,ACH-000244,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.5028374,0.5678493,ACH-000269,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-1.116674,0.9587952,ACH-000368,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.5450456,0.4716435,ACH-000370,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-1.094188,0.9824182,ACH-000376,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.6059963,0.6803522,ACH-000445,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-1.074306,0.9501701,ACH-000455,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.7373816,0.8378457,ACH-000464,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.9042418,0.89837,ACH-000469,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.4170398,0.5522968,ACH-000558,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.3585141,0.4346257,ACH-000570,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.5110222,0.7594752,ACH-000571,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.7326305,0.8994897,ACH-000595,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.4471416,0.6011112,ACH-000622,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.6283994,0.6948047,ACH-000623,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.8217459,0.906452,ACH-000634,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.5581903,0.7478054,ACH-000673,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.927274,0.9675032,ACH-000676,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.5948577,0.8016441,ACH-000738,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.5588415,0.6866741,ACH-000756,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.8990627,0.9244625,ACH-000760,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.9641534,0.9491028,ACH-000819,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.8267879,0.8779595,ACH-000863,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.635708,0.8317841,ACH-000887,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.2477486,0.2237309,ACH-001329,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.5015653,0.6786249,ACH-001605,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.6520588,0.8587156,ACH-001606,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.9475232,0.9327833,ACH-001608,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.618432,0.7554478,ACH-001609,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-1.314875,0.9712986,ACH-001610,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.8613411,0.9158113,ACH-001611,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.8273052,0.9122831,ACH-001622,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.8404737,0.8317409,ACH-001623,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.3824983,0.423555,ACH-001624,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.8360951,0.9549526,ACH-002228,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.585343,0.6971906,ACH-002229,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,114971,PTPMT1 ,Common-Essential,Metabolic,-0.3600582,0.4811606,ACH-002230,-0.7329919816666667
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-1.86427832896408,0.99941848661455,ACH-000036,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-0.0849840770697032,0.0716988631031979,ACH-000098,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-1.49244031953921,0.99145073725199,ACH-000152,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-0.870087366381911,0.915052735079717,ACH-000200,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-0.892905233266281,0.931682919643272,ACH-000215,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-1.46012660922198,0.9928918255265,ACH-000231,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-0.429545826034759,0.484721003444962,ACH-000244,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-0.71489207483965,0.853729875134814,ACH-000269,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,0.0707747946991999,0.0147306532609722,ACH-000368,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-0.825509086577757,0.833489140564859,ACH-000370,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-0.815271884576509,0.943304220216052,ACH-000376,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-1.82575308059186,0.999824884249121,ACH-000445,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-1.58868119801696,0.99962823075788,ACH-000455,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-0.535656962660332,0.702952175997311,ACH-000464,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-0.72141055674391,0.813982906737895,ACH-000469,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-0.391966559358189,0.508441816122638,ACH-000558,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-1.51155457336357,0.997942054094629,ACH-000570,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-1.80939337788628,0.999744972171148,ACH-000571,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-1.33117773942431,0.984189064656903,ACH-000595,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-0.451974298544026,0.608393825327529,ACH-000622,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-0.47128556177287,0.465538349403625,ACH-000623,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-1.04286284897987,0.933607741673986,ACH-000634,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,0.090417663892224,0.0228522874138367,ACH-000673,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-1.67926916934639,0.997377540317077,ACH-000676,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-1.32253026549861,0.979047539798633,ACH-000738,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-0.105516941910509,0.0732478600635644,ACH-000756,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-1.43635478703096,0.987177984845063,ACH-000760,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-1.27262422893021,0.977923626093759,ACH-000819,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-1.10885680208479,0.92556410961247,ACH-000863,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-1.30913099584434,0.976833810192376,ACH-000887,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,0.131800975299578,0.0104621440287905,ACH-001329,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-0.290058809084984,0.338259588492639,ACH-001605,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-0.343075791265152,0.417317174554896,ACH-001606,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-0.935472190148045,0.931615016299201,ACH-001608,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,0.147700886382338,0.00698572015836189,ACH-001609,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-0.0334278341047087,0.030853284250406,ACH-001610,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-1.38344224942396,0.994236578369241,ACH-001611,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-0.5728872764853,0.760570515585007,ACH-001622,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-0.327309225184483,0.213128952485076,ACH-001623,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-0.802059919058018,0.874018396597642,ACH-001624,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-1.56728904434811,0.999993705101912,ACH-002228,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-0.790694932741196,0.893629562542158,ACH-002229,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,1841,DTYMK ,Common-Essential,Metabolic,-0.624691094756875,0.873406697742825,ACH-002230,-0.9209581321308341
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.747396,0.8803132,ACH-000036,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.2419075,0.2536377,ACH-000098,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.1214424,0.08190974,ACH-000152,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.1251153,0.08722141,ACH-000200,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-1.104605,0.9703388,ACH-000215,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.2664892,0.2833589,ACH-000231,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.6152314,0.7492601,ACH-000244,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.1036054,0.05772554,ACH-000269,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.2644189,0.2065877,ACH-000368,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.3408352,0.17666,ACH-000370,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.1070721,0.1120622,ACH-000376,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.8764768,0.8968833,ACH-000445,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.8677759,0.927476,ACH-000455,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.3846717,0.5329137,ACH-000464,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.3103162,0.3282544,ACH-000469,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.3130624,0.3707007,ACH-000558,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.06996037,0.05517396,ACH-000570,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.1725375,0.2068886,ACH-000571,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.5521136,0.7598671,ACH-000595,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,0.02903581,0.03217161,ACH-000622,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.1406206,0.09091524,ACH-000623,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.7031867,0.8526714,ACH-000634,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-1.109446,0.9677671,ACH-000673,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.2117854,0.182408,ACH-000676,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.589176,0.7974079,ACH-000738,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.5458191,0.6682611,ACH-000756,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.7003578,0.8542605,ACH-000760,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.06622569,0.05233745,ACH-000819,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,1.780253e-4,0.02975012,ACH-000863,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.2968859,0.3328986,ACH-000887,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.2769945,0.2562085,ACH-001329,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.1834437,0.1783836,ACH-001605,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.2777641,0.295729,ACH-001606,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.09517236,0.0875339,ACH-001608,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.9833591,0.926687,ACH-001609,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.368353,0.2769554,ACH-001610,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.9545033,0.9402833,ACH-001611,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-1.047088,0.9425034,ACH-001622,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.3372332,0.2242753,ACH-001623,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.1020956,0.08025474,ACH-001624,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.8337073,0.955063,ACH-002228,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.03262356,0.05282939,ACH-002229,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,2531,KDSR ,"NA_",Metabolic,-0.1353719,0.1162677,ACH-002230,-0.387523185945
Recon3D,Rahman2015,CSF,GBM,259230,SGMS1 ,"NA_",Metabolic,-0.06912054,0.06535491,ACH-000036,-0.02162030917833333
Recon3D,Rahman2015,CSF,GBM,259230,SGMS1 ,"NA_",Metabolic,-0.0480481,0.04931652,ACH-000098,-0.02162030917833333
Recon3D,Rahman2015,CSF,GBM,259230,SGMS1 ,"NA_",Metabolic,0.01573026,0.02316576,ACH-000152,-0.02162030917833333
Recon3D,Rahman2015,CSF,GBM,259230,SGMS1 ,"NA_",Metabolic,0.01907712,0.02212246,ACH-000200,-0.02162030917833333
Recon3D,Rahman2015,CSF,GBM,259230,SGMS1 ,"NA_",Metabolic,-0.0126476,0.04564575,ACH-000215,-0.02162030917833333
Recon3D,Rahman2015,CSF,GBM,259230,SGMS1 ,"NA_",Metabolic,-0.02276564,0.04081134,ACH-000231,-0.02162030917833333
Recon3D,Rahman2015,CSF,GBM,259230,SGMS1 ,"NA_",Metabolic,-0.001758458,0.02614566,ACH-000244,-0.02162030917833333
Recon3D,Rahman2015,CSF,GBM,259230,SGMS1 ,"NA_",Metabolic,0.1455555,0.006341665,ACH-000269,-0.02162030917833333
Recon3D,Rahman2015,CSF,GBM,259230,SGMS1 ,"NA_",Metabolic,0.008879688,0.02431776,ACH-000368,-0.02162030917833333
Recon3D,Rahman2015,CSF,GBM,259230,SGMS1 ,"NA_",Metabolic,-0.1261864,0.0482829,ACH-000370,-0.02162030917833333
Recon3D,Rahman2015,CSF,GBM,259230,SGMS1 ,"NA_",Metabolic,-0.04760696,0.06293769,ACH-000376,-0.02162030917833333
